报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),4470,769,253,5045,5182,1115,420,-946,3714,928,529,6125,--,964,--,5693,--,733,--,2302,--,496,--,1880,0,322,0,1114,0,353,--,2392,0,493,--,2626,0,651,0,2014,0,134,0,0,0,
经营活动产生的现金流量净额(万元),1867,-8977,297,2985,-5348,-10156,-4318,2616,-1486,-4305,175,6669,3205,-4379,1035,6343,5059,-1399,2002,740,-3014,316,1964,4050,1428,987,1396,2508,599,52,2001,2727,4357,2994,1536,2647,2018,1543,127,4928,2647,1389,4207,0,0,
现金及现金等价物净增加额(万元),7412,-11967,-7447,-12466,-13267,-16382,-4074,-1739,-8970,-11065,-1320,7750,2743,-4730,894,915,-432,-4870,-2848,-6753,-6204,-2449,2207,3589,1161,1331,1103,1777,1862,271,1947,332,2605,1817,1976,-440,-1117,-57,-85,13551,15088,14786,-568,0,0,
总资产(万元),393037,66362,58493,68360,77879,74108,75933,75997,70052,66160,69513,71187,60856,57336,55929,56644,52339,50009,42526,43014,45537,44270,43648,44764,45379,44413,41130,40892,41246,40584,39938,41022,41829,40874,41778,39668,40500,39725,40212,37920,42039,41477,27654,24052,19138,
流动资产(万元),146488,32138,26757,34546,43696,40344,43045,46734,42322,39585,42940,44855,39818,36066,34693,35275,38197,34349,28289,32327,35638,34167,33458,34212,34339,33077,29499,28982,28587,27593,26572,27556,28402,27063,27720,25313,26149,25619,26904,24461,29519,29100,15380,14360,10714,
总负债(万元),97862,22331,13250,23549,32492,31497,32798,33316,22270,21073,20213,22363,20012,19273,15876,17056,15402,15423,7244,8252,11510,11346,9398,10896,11939,11846,7779,7824,8443,8357,7950,9323,10661,11217,10761,9153,10501,11309,10733,8810,10815,11587,12473,9537,6460,
流动负债(万元),89041,18619,9516,19586,27362,27495,28853,29321,15330,14133,13273,15423,15272,14533,14136,15316,13569,12598,7186,8194,11452,11288,9292,10791,11724,11628,7453,7498,8395,8309,7786,9158,10542,11098,10641,9036,10384,11192,10616,8694,10698,11470,12356,9421,6343,
股东权益不含少数股东权益(万元),287452,37860,39030,38730,37680,34893,35291,34886,40857,38080,42173,41650,39408,36586,38407,37870,35104,32744,33274,32790,32075,30997,32116,31771,31143,30286,30948,30688,30473,29745,29616,29380,29000,27528,28776,28313,27814,26334,27095,26724,28713,27443,12503,10866,9757,
净资产收益率加权(%),3.25,2.36,0.77,13.42,10.74,3.18,1.15,-1.37,9.11,2.21,1.25,15.47,9.64,2.5,1.41,16.71,9.13,2.32,1.44,7.19,5.06,1.64,1.08,6.08,0,1.33,0,4.35,0,1.24,--,8.8,0,2.27,--,9.44,0,2.27,0,9.7,0,1.93,17.29,19.88,18.01,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
