报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,
股东权益不含少数股东权益(万元),29418400,28300100,27081200,25967700,25009100,23928700,23795300,22560100,21982400,21110700,20796500,19835600,19492300,18789200,18329900,17449600,16927000,13511600,12690000,12017500,11666200,10995100,10750200,10279800,10342300,9905900,9827700,9534300,9437200,9019100,8605400,8413600,8103600,7897100,3182500,--,2371300,871600,1684493,933688,950880,856300,803500,798100,
净资产收益率加权(%),11.92,8.32,4.18,16.84,13.58,9.32,4.68,18.48,14.4,9.79,4.6,16.7,14.74,10.56,4.81,21.07,17.61,11.77,5.27,19.24,15.53,9.89,4.1,12.71,11.45,7.13,3.34,14.84,13.91,9.54,4.87,12.7,8.89,6.69,13.18,--,--,--,0,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
