报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),25423,15705,4963,26740,18844,11805,4278,21919,225,-145,-619,-4098,--,-1265,--,-10772,--,-4180,--,669,--,1977,0,7113,--,1701,0,4437,0,2007,--,5246,0,2435,--,3366,0,2761,0,5375,0,3727,0,0,0,
经营活动产生的现金流量净额(万元),-26321,-30284,-13598,-73865,-71258,-40135,-44994,-44860,4254,3126,3048,-2798,-1922,-2248,432,-3893,-786,-1349,-2709,1781,3870,2137,5140,4756,-1164,4037,1098,-4905,-6671,-960,-3632,13642,6960,4987,-1318,-4498,-8825,-7841,-6984,9928,4226,4907,8496,1593,0,
现金及现金等价物净增加额(万元),-2408,-14674,-12854,1440,16137,39629,45850,1431,4219,4580,1484,-8395,-3987,-6985,-1822,4266,-2047,1442,-4884,-760,11380,5012,6567,-18339,-1860,-6470,4067,-3331,3159,16047,11125,6737,7204,4569,-4769,16000,-3716,-1159,-5404,2077,29852,42170,9931,-1634,0,
总资产(万元),626910,569770,496861,491786,394122,372563,358095,279094,106131,106535,107074,106617,118915,121827,118696,116578,121954,129590,133215,131941,135664,134250,131454,122257,139528,130115,129778,142250,141653,145793,137837,135752,130753,134661,118790,116129,114202,115512,107604,106173,104959,113898,70084,56428,45710,
流动资产(万元),538864,481662,435577,433040,364429,343076,337390,260305,75681,75127,75019,73563,82648,84605,81130,77932,82783,90785,95125,93599,98668,97422,95056,86394,103214,95724,95600,108422,114551,129058,121276,119346,114272,118154,100490,99474,97680,98716,90996,88829,87450,96187,51976,38088,28374,
总负债(万元),378842,332127,273690,274729,192638,179570,172345,174311,34256,34657,35232,33368,46874,48998,44455,41133,42770,46152,46819,43430,44701,45238,43489,34353,45202,38836,36875,48355,48806,53143,47569,48724,48761,53519,40276,38182,36333,39548,25092,25890,24822,35566,29853,26119,19497,
流动负债(万元),377502,330787,272458,273389,192638,179570,172345,174311,32080,33297,32807,30885,44361,47308,43007,39240,39963,43722,42140,40297,40726,40430,38977,32379,42214,37092,34902,45857,47026,51195,45620,46776,48761,53519,40276,38182,36333,39548,25092,25890,24822,35566,29853,25819,19497,
股东权益不含少数股东权益(万元),234207,224483,212476,207212,200953,192465,185215,104237,65751,65400,65037,65602,68002,68170,68918,69453,72179,76016,78598,80189,81538,81387,79791,79276,78767,75708,76941,76780,75152,74491,74719,73791,72023,70933,70244,69708,69861,69188,75410,73223,73313,71570,33137,24473,20519,
净资产收益率加权(%),11.56,7.31,2.26,15.37,16.45,10.78,4.05,27.93,0.23,-0.31,-0.86,-5.7,-2.11,-1.87,-0.77,-14.35,-10.51,-4.83,-2,0.72,2.8,2.37,0.65,8.71,--,2.27,0,5.79,0,2.59,--,7.65,0,3.5,--,4.62,0,3.61,0,9.8,0,8.52,29.86,30.82,27.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
