报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,
净利润(扣除非经常性损益后)(万元),532289,355218,175296,564525,460092,309588,150318,485216,395792,261289,126484,403272,--,215633,--,306950,--,145650,--,218820,--,114045,--,135690,0,62559,0,135264,0,73255,--,95009,0,38107,--,--,--,27279,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-490720,3827779,58434,2277630,5408165,4457757,2721173,3873712,3819694,3655892,3428063,4816504,1656678,-611537,-891539,-2422241,2151994,-707738,-4309938,5518258,-411732,62772,-639614,1654192,339240,83879,617419,592103,888743,70890,-189298,562951,281554,371011,-37631,14141,291740,215258,458304,106255,239317,278321,--,
现金及现金等价物净增加额(万元),-2031376,-1331496,-77615,-654137,955765,89894,-1578916,390473,207046,544455,130893,203464,-1814516,-2318273,-2063273,-3750104,649197,-1652342,-4702988,6817412,-384584,-149722,-783821,-169070,43121,612564,570202,410680,864180,23446,-101970,793333,396969,42993,-242154,-14322,257481,190884,186738,29518,232313,--,--,
总资产(万元),65850458,65731259,60848426,55411262,53792025,52422890,53174836,46777260,45244979,44394960,42161930,37353659,33891311,27764342,26555664,26049764,23327877,26244628,27137339,26327433,23496845,20976121,18247626,16335187,14446698,12987831,11885189,10326319,10133298,8829900,8258209,7551077,7341147,6691931,--,5654623,--,--,4242935,3423800,3053378,--,--,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,0,0,--,0,--,--,--,--,--,--,--,1871488,1187229,--,
总负债(万元),62002237,61920841,57253463,51994841,50518956,49500809,50439049,44225071,42742478,41928124,39824125,35141963,31750563,25727231,24583141,24178357,21543805,24550587,25467853,24739769,22382598,19922503,17221903,15360988,13507825,12087018,10971903,9445819,9273206,8009366,7425894,6748845,6575601,6354590,--,5335005,--,--,4024218,3249437,2992812,1547692,--,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,23877086,0,--,--,--,--,0,0,0,0,0,0,--,0,--,--,--,--,--,--,--,2959296,1524151,--,
股东权益不含少数股东权益(万元),3838562,3801535,3586807,3409110,3266157,2920551,2734300,2550669,2502501,2466836,2337804,2211696,2140748,2037111,1972523,1871407,1784073,1694041,1669486,1587664,1114247,1053618,1025724,974198,938873,900813,913286,880500,860092,820534,832315,802232,765546,337341,--,319618,--,--,218717,174363,81565,46818,--,
净资产收益率加权(%),14.65,9.85,5.01,19.45,16.6,11.28,5.68,20.41,16.59,11.15,5.58,19.97,16.62,10.93,--,18.81,--,9.97,--,20.53,--,12.25,--,15.79,0,7.78,0,15.91,0,8.81,--,18.15,0,11.53,--,23.79,--,12.06,24.08,301.01,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
