报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
流动负债(万元),236889,173143,176668,166145,184405,212961,199901,197692,199660,200871,216684,211382,246970,271898,319419,272774,239295,264533,235341,209120,183240,191237,175859,122405,144498,124089,128188,105814,126117,144008,141135,93416,84487,86227,86873,80407,--,--,54325,38340,
股东权益不含少数股东权益(万元),96367,74641,51079,51757,57955,58388,60531,63762,65197,61556,60650,58986,51555,46396,52419,54361,84061,103284,126791,133348,102064,103660,101227,95512,84184,79834,78157,79401,94699,107651,110626,109897,104349,35360,27719,27727,--,--,19576,13776,
净资产收益率加权(%),10.26,4.52,-1.32,-18.25,-7.88,-7.51,-5.2,3.45,6.12,4.26,2.78,6.35,-5.3,-15.81,-3.64,-77.37,-35.16,-16.79,2.12,9.99,7.33,8.9,5.85,18.42,--,0.54,0,-29.6,0,0.34,0,39.92,0,--,8.93,36.51,--,--,34.78,55.81,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
