报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
现金及现金等价物净增加额(万元),-36354,-29630,-10185,30802,5138,16772,989,-8664,24638,30139,-2934,16654,17616,2270,3404,15804,4889,32704,-638,-3192,-8069,-3575,-9302,9621,1173,6515,3079,-18361,-11849,-19408,-21444,15405,-1386,-1999,-2889,1961,640,490,4545,-8018,-6497,-6468,-2755,11716,2528,2595,11827,-173,0,146,0,0,
总资产(万元),874383,939108,950278,938526,894233,813882,746358,683844,590358,502011,366635,328641,289189,252493,233289,226939,200354,209013,184102,188348,171934,178650,169680,181146,169015,157426,143516,149225,160730,161130,173131,205868,134928,134256,134361,135381,130079,118406,160280,152399,151734,150949,148454,141001,129864,116051,110189,95893,0,97929,91917,0,
流动资产(万元),166317,211758,218781,226855,186405,156386,126554,108086,115647,99791,55544,58959,95151,72411,54167,47890,32769,62904,37443,42471,25138,34407,27826,33964,37428,52567,40871,36165,45592,36770,32380,68173,32592,33030,46818,33866,39371,27329,31981,21623,25540,25887,25372,22017,23754,12151,20544,5393,0,4842,5272,0,
总负债(万元),696996,735263,753468,754272,704232,623729,559122,511340,414018,330442,225588,191996,152756,121229,115667,109899,91212,97255,86837,93175,75978,85904,66431,79411,72187,57022,48661,74476,79210,72432,70145,100526,69370,69444,69792,71927,66909,57101,95994,88691,87817,88823,85012,78240,68177,54997,50115,66013,0,70347,67924,--,
流动负债(万元),285442,322305,316188,318885,246950,171914,142669,146623,99918,94602,59474,71492,62351,75092,68590,72807,73796,79349,83963,90360,72793,82926,62181,74863,68149,52347,44868,72121,76340,67410,56188,84529,54462,54619,51257,55703,50492,40676,77448,69606,69403,69888,69704,67404,56814,43109,37185,49741,0,50879,41720,0,
股东权益不含少数股东权益(万元),120627,141939,133817,118933,123915,123024,119210,112030,115359,110274,108401,103486,102988,97135,95707,94847,91615,94037,94102,91963,92678,89378,99861,98308,92799,96389,90823,70785,77585,84731,98989,103281,64193,63516,63333,62244,61963,60169,61659,61141,60863,60192,61495,60872,59942,59361,58572,28380,0,26142,22466,0,
净资产收益率加权(%),-3.28,3.14,0.14,9.62,4.15,3.53,1.33,5.83,4.8,2.92,3.86,0.54,0.88,2.81,1.2,0.94,1.24,2.16,2.42,6.53,6,2.35,2.83,26.2,--,22.73,0,-4.12,0,2.54,0,17.76,0,5.07,--,6.58,0,3.38,0,3.71,0,2.14,0,5.51,0,0,0,12.87,0,15.13,12.88,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
