报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,2001-12-31,2000-12-31,1999-12-31,
净利润(扣除非经常性损益后)(万元),516679,355561,--,559134,413505,285212,--,447785,340827,239498,--,400507,--,218714,--,319196,--,158683,--,230487,--,119383,--,154128,--,80103,0,144064,--,78985,0,88715,--,34944,0,60282,31579,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),7767646,5955991,3613666,11152569,8818849,6304691,3733329,6663182,5213135,4329686,3114730,1114411,212212,1055318,73796,1253366,1038881,1445921,178749,2290624,1988243,2155533,1672541,1138330,863179,655934,441068,618910,569176,195223,502133,77306,102809,444258,636840,230780,--,449470,546027,-285775,41231,--,--,--,
现金及现金等价物净增加额(万元),-437046,-558562,114064,797598,-368093,141747,-129392,250465,-105982,563261,-380445,-468685,-452794,-133333,-395198,717345,58345,698243,-92444,463103,431653,957524,61920,125931,151664,164342,3870,83389,-2017,53488,102389,110315,122378,45567,-3950,32449,--,-58198,31134,-6679,-48048,--,--,--,
总资产(万元),77019666,73130175,66229569,57315018,54628717,51373288,50416419,43405729,42609971,41002065,39051868,34379215,33258969,33428080,30788547,28179169,26321439,26373923,24088841,22149260,19856917,19615723,17371953,14956582,14656643,12969999,11233103,9370607,9496072,9004577,8713707,7606371,8059095,7546469,0,5796730,--,4859327,3827166,2958244,2389526,2077216,1705478,1488024,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,1862808,1120880,1668346,--,838233,837957,727303,
总负债(万元),72553748,68697058,62799711,54036639,51531033,48425672,47543011,40720116,39945620,38395887,36437836,31898140,30875262,31097573,28507241,25998743,24264510,24383627,22113906,20252220,18471776,18293237,16088970,13739761,13471411,11821916,10062068,8236048,8420942,7985782,7670362,6612125,7085515,7272958,--,5535617,--,4648899,3660663,2826483,2229127,1948640,1587366,1429128,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,0,0,--,--,0,0,--,--,--,--,--,--,4319479,3448315,2150242,1741817,1509072,1169390,1026515,
股东权益不含少数股东权益(万元),4428710,4397589,3394689,3244891,3066359,2917366,2845602,2658999,2638347,2585005,2593832,2461833,2364947,2312706,2264426,2164377,2041640,1975719,1960844,1883374,1371825,1309333,1269997,1203895,1172374,1143068,1166068,1129559,1075130,1018795,1043346,994246,973581,273511,0,261114,--,210427,166503,131762,160399,128576,118112,58896,
净资产收益率加权(%),14.77,10.42,5.34,19,14.42,10.04,5.16,17.56,13.31,9.3,4.71,17.35,13.01,9.57,4.67,15.87,11.87,8.11,4.08,17.21,14.15,9.46,4.75,13.23,--,6.88,0,13.71,--,7.62,0,15.95,--,13.05,0,25.31,--,19.48,13.84,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
