报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2005-06-30,2004-12-31,2004-06-30,2003-12-31,2003-06-30,2002-12-31,2001-12-31,2000-12-31,1999-12-31,1998-12-31,1997-12-31,1996-12-31,
净利润(扣除非经常性损益后)(万元),3131000,2584800,643500,11007600,9730700,6857300,3475800,11665300,7872000,4950300,0,11965300,--,6350100,--,13790500,--,6720600,--,14332900,--,6578900,--,10708100,0,5077200,0,9927400,0,4648900,--,13602500,0,8450500,15215900,13834800,0,10493500,0,0,0,0,0,0,0,0,0,0,
经营活动产生的现金流量净额(万元),19934100,11093600,2939800,35647700,25471000,13348400,2056100,28852900,20567100,10205700,1709300,23928800,16795400,4800600,2184400,29015500,21551500,12901900,6710300,31879600,24847200,15046900,7549200,26801700,19495700,13381300,6289400,17680300,14986300,8400600,3262700,21081900,16844300,11217700,20544200,20954800,3007500,14550600,3047600,14210913,6682800,10298669,8815576,10923416,5405300,3765100,5480900,4740000,
现金及现金等价物净增加额(万元),2166300,-766500,783500,2237100,2035700,3806800,104400,801200,11329100,10669700,7006100,-1777700,4436400,1217900,3806900,1546300,8664000,7041600,6929300,-4121600,1771400,4034200,5059900,5377500,11859400,5608200,4670600,-3570800,340300,-665400,2816500,1693500,20900,2321200,-3234600,6921700,3087500,7300,2182000,125408,935700,-114180,-694122,21136,1784800,1510900,1645600,1617900,
总资产(万元),237234200,238523300,239415700,240537600,239198800,242628100,238236600,234200400,237896500,234141500,229711500,216883700,210960400,205143300,203422600,191752800,187301100,180925600,177056600,165636800,158266600,156434300,153734500,145074200,142486900,129105800,123113600,119490100,112265100,105939600,106135700,99409200,0,87947300,81514400,72541400,52168300,57105800,48994800,49881607,50975800,45885596,44156425,41973171,41128500,31508300,29629800,25999100,
流动资产(万元),40983400,40632100,40518900,39130800,46580700,50939200,48492000,43095300,60097400,59414700,55191500,41804000,50741400,48040200,49470100,38542000,46703400,43428100,41319300,28988000,33295900,37909300,36748000,29571300,37069700,28603500,26229200,22698300,31021200,27481400,30324600,23622800,--,22210700,16471700,17850900,15930000,11691500,11687600,8633626,9886500,7530089,8661376,7948260,8060800,7259200,7132100,6682400,
总负债(万元),106125800,106221600,107202200,108761600,107870200,111318600,107615500,107209600,114002100,110788500,107546700,98807100,97237900,92027200,90552100,83496200,81252900,75879900,71855800,64626700,61423200,60789400,59157500,54263100,54327300,42204000,36801800,34717600,33739700,31665100,31161300,27902100,--,26133700,24754900,22518000,5202700,16820400,5555700,15805182,16154100,16406710,16450552,16156133,0,0,0,0,
流动负债(万元),53115300,56092000,55508000,57982900,61374500,65580200,61929800,64548900,66663500,61938400,59652300,57474800,57355100,55269000,57078100,56003800,59746900,54657300,52725200,42973600,39455000,40849700,42928000,38855300,41297600,29407900,26258300,26433700,26051400,24084200,23864400,20165400,--,18755400,18046500,15347000,13402600,12175300,12139900,11402825,-242800,10164810,9747776,10676787,-2928000,-3422800,-2510500,-1497800,
股东权益不含少数股东权益(万元),116946600,118212600,117889300,117601000,117186800,117556400,116746400,113285000,110355400,110126400,110110700,106414700,104036500,104097100,104421600,100288500,97816500,97425800,97742300,93904300,89967700,89143700,88209800,84778200,82312400,81423000,80893400,79161900,73438000,69614900,70314800,67736700,0,58945900,54146700,47623800,46965600,39354500,43439100,33527140,34299600,29008157,27210223,25343342,21041100,7813300,7286700,6224500,
净资产收益率加权(%),2.6,2.1,0.5,9.3,8.2,5.9,3,11.4,8.7,6,3.3,11.1,8.4,6,3.8,13.6,10.6,6.8,3.9,15.5,11.2,--,--,9.1,0,0,0,14.8,0,--,--,22.8,0,13,26,29,0,26,0,0,0,0,0,0,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
