报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2003-12-31,2002-12-31,2001-12-31,
净利润(扣除非经常性损益后)(万元),38590,26714,10914,9733,47441,31634,24330,-2538,57750,39007,--,73091,--,46402,--,151414,--,75847,--,133208,--,59661,--,76462,--,32853,0,44104,0,13931,--,22634,0,9844,--,11714,0,5021,0,8309,0,4032,0,0,0,0,0,0,
经营活动产生的现金流量净额(万元),86982,-15059,-76675,139901,60084,3492,-133129,-18251,-24545,101675,-62369,114093,48777,43991,63073,-287085,-282796,-198087,-142996,150024,20127,-22512,-41571,81889,-6517,24965,-43685,426650,892173,130002,7502,165840,46569,5482,-36544,87974,40618,63849,77727,4363,34931,31321,6660,23490,18482,38797,0,0,
现金及现金等价物净增加额(万元),59422,-50689,-111410,158740,14166,26122,-43645,-17553,-36985,101573,-73022,42352,-51780,-5572,36184,-349190,-289632,-193104,-144965,106078,-19450,-36998,-47937,-26186,-22589,40272,-132283,377350,910117,172277,37386,73280,4811,15754,-10357,159466,23873,34256,72976,44008,69911,66373,5750,20214,15270,27955,0,0,
总资产(万元),2704445,2623981,2511512,2510173,2496654,2470691,2326816,2367452,2382749,2360714,2066811,2132075,2214788,2086331,2019199,1902836,1939314,1808791,1667951,1779562,1828320,1775091,1763690,1691863,1765179,1880892,1800045,1894987,2076985,1254744,1111417,978555,903895,845377,798588,798344,475258,526764,512802,450601,417234,374259,273592,242854,227672,155255,98527,72824,
流动资产(万元),2275255,2207391,2095345,2140909,2123012,2143422,2005088,2043426,2109196,2090546,1800960,1870944,1966382,1842691,1789423,1677743,1718003,1592384,1455453,1566381,1626687,1579823,1574229,1500748,1590296,1709931,1639064,1741486,1954014,1135171,1003959,873462,808959,753136,712293,712933,422558,475523,477683,418939,394904,352481,252839,222544,206865,132830,81379,59076,
总负债(万元),2161136,2094018,2033422,2060468,2003039,1990632,1865742,1925357,1886835,1884075,1590052,1665482,1735722,1646166,1542082,1452671,1533804,1390068,1286657,1431452,1531087,1490333,1517227,1471459,1561038,1697099,1624969,1735509,1911675,1104322,953409,830328,776878,725895,680106,683580,383818,439423,424477,364689,335888,295996,235713,206710,193564,128186,76347,57341,
流动负债(万元),1907870,1857899,1811801,1883932,1812007,1800519,1689478,1787762,1741500,1751516,1512132,1596190,1688887,1608468,1499207,1398484,1467547,1335388,1254348,1399295,1506427,1462811,1478786,1434035,1522651,1660475,1586746,1707045,1907654,1100330,949523,826732,772678,723291,677429,680989,383719,439311,424362,364463,335764,295863,235579,206452,193332,127967,76009,54928,
股东权益不含少数股东权益(万元),515818,502875,449782,444252,479617,465512,446516,427252,480981,460681,466627,455318,468024,429388,466422,438959,394075,405068,364930,332357,282223,270612,235754,210708,194888,175441,115423,105002,115053,107295,105068,98167,87656,83906,85060,84493,77417,76519,78322,75882,73431,70771,30339,29239,27835,21843,19251,15245,
净资产收益率加权(%),8.17,6.09,2.63,3.41,10.98,7.09,4.77,1.95,12.83,8.69,4.95,15.9,17.7,9.74,6.01,38.66,27.29,20.02,9.12,51.95,38.28,26.16,11.88,43.49,--,22.5,0,28.97,0,14.31,--,28.23,0,13.31,--,16.44,0,8.13,0,15.47,0,9.07,0,28.96,24.12,22.38,22.76,25.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
