报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-03-31,2005-12-31,2005-09-30,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),434240,300878,148302,622014,447417,279965,138622,510326,384106,247019,--,481248,--,220134,--,447722,--,242404,0,432413,--,221968,--,315596,--,151195,0,391352,0,215051,--,352999,0,183371,0,281095,0,56093,0,0,0,89017,0,
经营活动产生的现金流量净额(万元),692819,458705,197793,1020884,735985,491927,220469,861268,568029,435556,132677,654167,557021,448404,152324,723638,548041,322539,106127,821932,512545,284085,129587,123449,221991,52817,-119327,317893,123783,99334,-116210,508448,372095,220673,27038,478255,318610,75297,421998,0,325300,0,0,
现金及现金等价物净增加额(万元),39319,397874,9503,379595,166800,67228,-117963,-357649,-124979,-51342,308060,-94908,-293643,-89774,-190165,303010,40043,-66172,-591,15093,260517,-12252,7805,30977,110627,102772,171824,-146157,-152892,-171257,11920,-224363,-295577,-180591,-11166,64200,-213337,25975,343640,0,-12348,0,0,
总资产(万元),9722141,9868088,9464280,9427950,9039436,8904400,8718251,8861162,8695429,8865754,9037457,8710299,8329728,8255681,8151865,8325751,8041306,7892082,6575739,6589467,6732822,6449756,6434225,6334699,6496303,6449461,6297081,5908129,6022962,5764389,6023891,5554287,5185874,5216397,5398844,5081831,4673296,4744726,4546735,0,2934242,2640865,1394890,
流动资产(万元),1919296,2050887,1824220,1760543,1728278,1609771,1409771,1878913,1863759,1909623,2256031,1890458,1600969,1648412,1598614,1751052,1437199,1336388,2233897,2255429,2557831,2303075,2251339,2171211,2249085,2194980,2155892,1791781,1873859,1644951,1813678,1490249,1353063,1402511,1623872,1536604,1328172,529963,1564667,0,1088367,969290,374937,
总负债(万元),3263080,3558805,3181440,3405210,3288722,3353632,3025786,3276327,3225755,3545479,3557769,3351422,3086798,3153641,2908962,3191389,2979880,2921303,2265300,2443352,2723390,2562352,2488782,2518086,2795913,2820960,2578041,2311114,2385596,2269419,2429346,2106988,1997485,2140015,2257379,2215538,1822517,1135049,1969420,0,1374823,1031710,670682,
流动负债(万元),2047471,2171597,1838549,2062877,1899223,2262369,2378846,2072202,1699105,1849887,1831130,1616466,1334024,1399541,1130744,1550527,1402405,1942518,1775688,1951231,2230980,2290785,1671330,1700654,1979031,1996607,1756144,1492889,1531837,1418523,1845753,1746394,1685803,1720692,1791907,1754565,1240045,864337,1367392,0,857654,731709,369862,
股东权益不含少数股东权益(万元),5812815,5652453,5626125,5456276,5193941,4990837,5114817,4981961,4855130,4716663,4879001,4773587,4599176,4480596,4626398,4532851,4418730,4321759,3674976,3537835,3368951,3238715,3313548,3209296,3083977,3002458,3083381,2987584,2993478,2847662,2933408,2820172,2538239,2441352,2507166,2403878,2106664,700168,2121357,0,1187157,1300309,724208,
净资产收益率加权(%),8.08,5.58,2.72,13.13,9.2,5.77,2.85,10.76,8.14,5.2,2.11,10.75,7.68,4.9,2.01,11.38,9.08,6.42,3.53,16.1,11.8,7.89,3.14,12.33,--,5.63,0,15.62,0,8.5,--,14.28,0,7.36,--,13.12,0,--,0.07,0,0,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
