报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
净利润(扣除非经常性损益后)(万元),44697,31018,8832,34922,28305,20512,6589,24748,18115,14145,--,22084,--,11749,--,19142,--,8975,--,15202,--,7006,--,9250,0,3865,0,5120,--,2919,0,7380,0,2270,--,4091,0,1265,0,3091,0,1216,0,1159,0,894,0,0,0,0,0,0,
经营活动产生的现金流量净额(万元),34287,22088,10782,61743,41253,27655,5935,23536,16994,18681,11876,24576,11877,10429,1254,18836,8101,9359,4921,12593,6892,6491,358,15339,9404,7698,-2866,9856,6569,4960,-175,7998,5047,2173,-2403,7120,-446,-693,-4219,11765,4555,1674,2430,6547,2990,-1452,-1688,8717,0,4701,0,0,
现金及现金等价物净增加额(万元),141967,171302,8221,-9973,-2445,577,19796,-79804,-75731,-67277,-42074,81786,-11667,-10429,-713,3494,19244,51940,796,35647,-4014,3452,-832,-4488,133,1203,-3095,-1445,-10875,-6663,-6930,9198,9902,-1243,-1331,-5871,-11316,-5725,-3485,103,-3306,-1664,-1036,19029,17496,20242,-5059,3378,0,-3392,0,0,
总资产(万元),943725,951877,644309,629888,591981,584717,467320,445385,432005,420810,440745,453869,344517,306219,307994,296044,310049,313105,264994,246346,203930,202451,199307,192818,196175,157929,159393,156926,155188,154965,156831,154807,180487,128183,131427,125585,122752,115965,118861,115563,105241,102921,103769,98141,98278,100274,57017,58165,0,46263,44763,31507,
流动资产(万元),508902,518308,231684,217746,229792,237093,236954,220811,223296,224016,251778,267966,179272,165778,173053,169005,187916,200750,155205,145878,105035,105119,104761,97752,107603,86140,89486,84834,86010,86130,84693,82330,95394,68033,70780,64460,64433,62561,66248,62996,63177,60746,61031,56518,57423,59175,27312,28744,0,22893,29313,21292,
总负债(万元),442698,451157,291032,292860,275683,285306,193675,186232,182682,182255,196901,209803,174030,142109,141104,134831,154489,128762,81353,74734,78897,82934,80767,78076,88790,66068,65644,64960,63441,66075,68939,69332,92303,66290,71095,62820,62422,57217,57950,56055,48867,47204,46012,41637,42688,44691,31872,34222,0,26188,26574,17464,
流动负债(万元),324100,342093,180007,184523,144427,204379,112673,107335,107381,106834,120264,134602,106231,77971,77326,71094,87102,63345,74926,68196,74281,76810,74660,71967,82085,65873,65457,64775,62256,64891,67738,68131,88866,65564,69215,61044,59145,55358,57073,55178,44911,43248,42104,37846,34554,36558,27246,27511,0,17066,21667,15959,
股东权益不含少数股东权益(万元),459117,458307,291563,279043,263591,252690,250673,236761,225833,215973,219148,217451,148568,143588,145985,142077,137134,166561,165287,153897,107859,104595,103182,99730,94292,91225,93067,91116,90921,88034,87015,84611,80873,55204,53739,56260,54098,52585,54760,53417,51610,50977,53011,51798,50675,49978,24959,23757,0,19720,17830,13734,
净资产收益率加权(%),16.12,12.68,4.39,21.42,15.74,11.47,5.68,18.56,13.75,9.27,4.69,19.1,12.06,8.63,3.22,17.4,13.71,9.99,7.14,16.43,12.25,9.29,3.4,10.67,0,4.29,0,10.52,--,6.98,0,14.38,0,5.51,--,8.61,0,3.55,0,8.29,0,3.6,0,6.71,0,3.71,4.94,18.45,0,22.36,26.71,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
