报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
总资产(万元),5752478,5411156,5338179,5354115,5211192,5161553,4907307,5081689,5088545,5017649,5070552,5120526,5764591,5814674,5353660,4941249,4833789,4817231,4833408,4901613,4932475,4715952,4474661,4433530,4504185,4573546,4784851,5029857,5136141,4968078,5186898,4838140,3285869,3070945,2832849,2460359,
流动资产(万元),1437802,1221199,1227215,1333307,1370139,1298317,1201401,1412783,1267010,1150679,1266892,1292411,1658908,1771243,1349584,1031795,1057952,1077049,1210727,1351756,1382131,1208932,1004461,955569,1033760,1096929,1299220,1537701,2210362,2046841,2416270,2250082,1001648,743008,755121,927672,
总负债(万元),3353803,2921644,2823461,2866367,2759468,2732061,2476222,2659883,2534584,2408264,2391461,2373160,3094294,3245503,2811157,2251180,2023747,1901257,1861205,1905388,2015266,2003694,1892493,1835710,1796950,1670961,1668263,1784672,1888961,1690229,1880624,1571773,1582696,1450789,1187642,1023779,
流动负债(万元),1626756,1285822,1318488,1323107,1526962,1621223,1293892,1326454,765507,670033,611209,632532,1383605,1422141,958175,976695,883500,798207,843011,862903,797690,760859,743407,762015,758522,823746,837523,969316,1142706,916826,967208,766930,525201,483187,371474,332066,
股东权益不含少数股东权益(万元),2389848,2480985,2505536,2479244,2443347,2425281,2384767,2377146,2467848,2513319,2583997,2652858,2576438,2477000,2454031,2602333,2723783,2834484,2893435,2918494,2840075,2636073,2506978,2522670,2634210,2830263,3045317,3173839,3245580,3276249,3305716,3265798,1699085,1615812,1641414,1433317,
净资产收益率加权(%),-4.25,0.06,1,4.37,2.75,1.92,0.26,-10.52,-6.52,-4.9,-2.63,1.99,-1.12,-5.04,-5.75,-9.94,-5.61,-2.19,-0.5,15.45,12.39,4.54,-0.77,-22.78,--,-11.38,0,0.38,0,2.13,0,19.34,7.33,4.11,22.27,44.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
