报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-06-30,2007-12-31,2007-06-30,2006-12-31,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-06-30,2003-12-31,2003-06-30,2002-12-31,2001-12-31,
现金及现金等价物净增加额(万元),12284295,21710306,3839713,5918719,2954355,953256,478254,-454195,-141281,265980,-176319,-1188344,-1103380,-484039,273398,-3340119,-3245478,-2542614,-1590677,-56479,-1342319,-47028,1833915,4121668,3210533,--,-2327180,--,4367228,--,1332614,0,0,--,0,0,--,-119115,0,--,0,--,0,
总资产(万元),47548469,58016127,34768426,27222604,17293487,11093146,10600253,9824826,10073816,9532057,8087778,7927109,7530189,8466708,9030350,8574237,8296211,9240776,9930323,11346282,9938656,10490322,11899545,9880178,--,3876422,5192117,4672797,7786686,4688128,2738340,1265808,746032,690077,682066,599845,663083,680581,920106,872401,0,1057151,1431365,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,4443823,2523346,1176609,0,615957,0,528205,--,606740,840606,785582,0,973427,1350140,
总负债(万元),39757769,50241064,30600898,23028163,13376024,7396904,6896886,6192301,6479480,6025341,4540445,4463356,4113423,5070285,5611445,5212699,4949451,5889888,6539938,8022304,6721716,7401549,8850447,8466768,--,2890414,4198411,3761472,6771182,4174566,2375187,954753,474073,431916,428138,350459,366248,421947,613101,562697,0,737777,1298968,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,--,4174566,2358187,954753,0,431916,0,350459,--,421947,613101,562697,0,737777,1298968,
股东权益不含少数股东权益(万元),7722422,7705377,4100967,4129856,3815652,3635539,3643105,3569858,3534920,3458939,3500827,3418183,3374664,3355407,3379828,3322863,3309021,3313959,3354176,3288180,3182841,3065319,3027011,1392131,--,986007,907115,911325,920103,513563,340198,311055,271958,258161,253929,249386,296835,258634,307005,309705,0,319374,132397,
净资产收益率加权(%),16.01,15.33,4.76,11.74,7.1,4.06,2.2,6.32,5.27,3.69,1.81,4.8,3.97,3.13,1.44,5.52,3.99,3.42,2.07,11.98,8.83,5.71,4.24,33.22,--,0,--,--,88.08,0,--,0,0,--,0,0,--,--,0,--,0,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
