报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2002-12-31,2001-12-31,
流动负债(万元),75961,75723,74262,75889,63830,62843,59745,62859,60481,61698,58631,55117,43526,39467,26949,26151,31667,27332,23700,16219,19201,21137,20031,31188,38275,36989,34444,18109,25213,26286,33814,16563,31808,26563,22148,16656,16606,14861,13573,20080,14166,13893,14457,14535,14398,16789,18054,18483,17092,17133,
股东权益不含少数股东权益(万元),160552,109757,114180,112145,107898,105474,108671,100821,95784,93650,98644,96604,92891,91057,93423,90829,88228,87272,92205,90157,89536,87452,95766,92403,88394,85205,88278,85140,82860,78715,78299,87464,72680,67294,67651,64058,61501,60083,58938,57849,64169,62845,64131,63062,61863,60923,59376,21693,16582,13539,
净资产收益率加权(%),4.39,3.17,1.75,9.64,5.92,3.66,1.63,12.52,7.46,4.72,2.09,12.82,8.81,6.76,2.82,9.22,6.24,5.17,2.25,9.56,8.82,6.35,3.55,14.91,--,6.84,0,15.29,0,7.57,0,23.19,0,6.64,--,11.81,0,5.4,0,9.33,0,4.1,0,8.85,0,6.16,0,26.71,0,27.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
