报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-08-31,2003-12-31,2002-12-31,2001-12-31,
净利润(扣除非经常性损益后)(万元),24534,7930,2717,26386,26462,-3292,-7384,-11515,-2279,1418,323,12477,--,-2550,--,-10633,--,1538,--,3329,0,-20483,--,-4708,--,-7865,0,12303,0,-2356,--,2391,0,-2428,--,-3985,0,-4474,0,4450,0,-1347,0,5252,0,4482,3968,3935,
经营活动产生的现金流量净额(万元),147690,102725,54846,125738,86257,26468,2484,73447,62096,53358,14968,146238,108454,25546,5665,94634,82264,56373,23578,120193,67577,20938,8603,56093,46544,17934,11529,57730,20044,5758,3687,22807,15352,6084,4216,14752,10233,4995,3508,17606,13360,4695,1743,13429,2666,12243,--,--,
现金及现金等价物净增加额(万元),-22839,-33563,-7998,26037,21083,6373,-13385,6750,2438,2730,-9623,-3609,10405,-9345,20268,-85411,-78705,-50558,-47082,82296,-4632,9407,-3067,-12816,-22254,5012,24582,32012,64414,549,3859,-1540,5819,297,-137,3023,4252,3697,8630,-2237,-16589,-11963,25701,22427,3370,-7318,--,--,
总资产(万元),1842252,1809197,1842781,1860914,1855923,1791213,1730734,1716969,1680576,1650956,1611700,1593985,1616603,1599240,1588590,1550826,1537015,1557268,1566787,1594342,1528671,1502240,1487931,1480894,1332231,1330833,1281080,1222311,1161103,273716,270175,267300,272958,266022,263028,265316,263877,253953,249334,243155,361704,327589,335294,289382,235712,174821,143842,87517,
流动资产(万元),130614,81004,102471,119253,136682,65616,24926,32205,39495,37213,32478,27068,81541,51259,48736,27629,43397,80221,87382,128351,74021,50528,38574,41307,34882,58588,71491,50399,98622,16947,15332,13872,27342,18427,15409,18088,18495,19088,20225,16059,21377,25506,60593,36798,23323,7830,17610,7375,
总负债(万元),1430843,1427437,1446639,1471340,1468490,1456631,1404146,1379058,1334476,1301386,1254439,1238366,1248862,1274892,1277652,1227077,1207897,1238540,1254051,1290378,1363769,1382430,1352026,1326309,1178921,1192084,1146111,1085568,1040248,223354,220270,212843,215990,215345,210082,212938,211213,201267,192301,182486,288722,268854,276993,257263,204902,151692,124413,70855,
流动负债(万元),166371,162666,177570,210075,252275,254684,200658,214433,210751,218424,197777,184504,187819,178994,220749,226163,215242,183373,246730,285933,290957,297772,517189,552972,355723,345461,241433,206729,158850,59323,56239,56812,49640,48995,49432,52180,43056,38109,30143,29329,132894,116027,99165,93735,46956,8994,14503,22825,
股东权益不含少数股东权益(万元),205408,188479,194162,191114,189830,158682,154311,161413,170936,170845,172188,171865,179147,155626,149815,158176,167781,168137,170061,170003,63239,37189,47604,59874,58056,48728,49262,60116,56302,46536,47235,51133,53273,47416,49763,50448,50481,49955,54282,57639,56878,51789,51409,26569,25325,22612,19330,16562,
净资产收益率加权(%),13.24,4.82,1.58,16.68,16.01,-1.88,-4.68,-6,-1.34,0.83,0.19,8.3,12.43,-1.63,-5.43,-5.16,0.69,0.9,0.03,10.57,9.06,-41.95,-21.69,5.82,--,-14.44,0,21.71,0,-4.96,--,3.34,0,-4.68,--,-7.33,0,-8.04,0,8.98,0,-5.2,0,20.68,15.66,20.72,22.41,28.14,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
