报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2002-12-31,2001-12-31,
现金及现金等价物净增加额(万元),-5717,-596,2550,-16529,-6917,-5170,-6873,-22705,-272,3063,3259,1545,3120,4307,4745,2951,5515,5704,2937,6549,5505,3614,4547,22453,4209,-2232,-2834,6187,9114,26470,2652,1867,11818,8839,23,-2622,-9418,-930,-1258,7688,5243,7861,1004,21596,25862,28433,31461,-2089,-550,--,
总资产(万元),127923,126845,124750,126371,123816,122764,123867,121901,130424,129162,132011,128875,123891,125833,124518,121640,118038,117897,117278,114968,112365,111274,112358,111211,109285,108704,109706,114142,107014,122889,85066,80974,86557,76575,77017,80507,81723,88190,90508,91434,89311,83608,88993,89158,81537,79184,74498,45870,41986,37235,
流动资产(万元),68694,68081,69656,71629,76374,80793,74483,72703,84016,83425,86364,82706,80940,84835,83688,80457,77801,76614,75690,73091,71883,71395,73017,71529,72653,73026,75032,79942,76851,96893,58434,54314,60228,52652,54609,56182,59101,65891,67835,69166,68387,65336,70219,70613,63978,62969,58311,29482,25946,22285,
总负债(万元),17884,17497,15569,18679,15416,15287,16679,16401,14499,13460,15754,14530,10890,13516,13362,12325,10050,10745,11266,10431,9329,8928,10876,10888,10054,10139,12124,17442,10594,29193,31596,28228,35574,25109,25933,30093,29835,35899,39482,40705,37923,32224,37525,38085,30625,28577,25018,26698,25442,23301,
流动负债(万元),13138,13255,11798,15714,13635,13424,14849,14555,12964,11917,14191,12952,9295,11907,11729,10684,8673,9359,9872,9028,8018,7610,9551,9557,8888,8970,10956,16267,9238,27637,30040,26672,34018,23553,24377,28536,28293,34622,37817,39039,36723,31024,36325,36885,29425,27377,23818,25498,25442,19731,
股东权益不含少数股东权益(万元),109092,108384,108216,106720,107423,106987,106703,105010,115924,115702,116257,114345,113002,112316,111156,109315,107988,107152,106012,104537,103036,102346,101483,100323,99231,98565,97582,96700,96420,93696,53470,52746,50983,51466,51084,50415,51886,52278,51011,50700,51346,51336,51407,51015,50858,50549,49420,19114,16485,13935,
净资产收益率加权(%),2.2,1.55,1.39,1.62,2.27,1.87,1.59,-7.51,2.28,2.09,1.66,4.5,3.32,2.71,1.67,4.47,3.25,2.47,1.4,4.11,2.67,2,1.15,3.69,0,1.91,0,6.66,0,3.67,0,5.48,0,3.11,--,1.17,0,3.07,0,1.01,0,2.27,0,4.39,0,3.95,0,14.77,16.77,18.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
