报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,2000-12-31,
净利润(扣除非经常性损益后)(万元),1599,1746,348,904,1845,1015,467,1360,1159,441,--,4834,--,1658,--,4130,--,2631,--,5875,--,2280,--,4044,--,2612,0,2548,0,525,0,2822,0,1827,--,2886,0,1396,0,1450,0,498,0,2121,0,811,0,0,0,0,
经营活动产生的现金流量净额(万元),5140,-16466,-4129,1981,-2579,4851,1413,19671,18972,14899,7989,7937,1665,2475,693,1539,-1370,-14986,-9038,4195,4761,1977,1113,15580,8171,3982,2583,3589,2418,384,53,8396,5860,3891,3446,7993,9040,6124,4233,-3843,-2417,-7266,-8015,2988,660,1532,4836,0,0,0,
现金及现金等价物净增加额(万元),16550,-24146,7757,46971,41060,95585,-8413,9189,-8441,-4980,-12171,14599,5007,5950,13439,-45903,-46627,-40046,-36046,30364,14693,-8872,-10382,27807,3406,-350,-339,539,-558,-3146,-1415,2773,202,-1541,-1784,1736,-2502,-3234,-230,-2827,-481,-4224,-1187,6457,5938,16377,406,0,0,0,
总资产(万元),312839,313786,308324,301843,293459,286902,172979,176706,161391,172315,158461,163407,148279,142452,138074,130249,126722,99729,98960,110187,82407,69893,68357,81523,73646,70448,60195,58292,55124,52553,55178,55564,56432,56784,53699,55618,51056,51366,55480,55638,55515,52407,55220,50641,47276,55187,32333,28764,21193,17535,
流动资产(万元),179947,183451,191234,188459,187865,200213,94240,96606,80380,87526,78933,92770,84848,91877,92264,84939,81171,75278,76189,99455,70600,37452,35650,48393,40607,36894,26210,24414,22240,20534,22560,22462,22632,22336,18604,19718,15060,14844,18633,18932,20764,17761,21055,17575,13920,23283,6691,5923,1866,2217,
总负债(万元),58872,53117,52560,51836,49025,48303,57997,66226,59233,71926,57589,67495,62887,63829,60239,55565,53081,31446,32432,46138,25408,25236,24029,38598,31514,29356,18675,18315,16611,14808,15748,16650,18051,19491,15825,18556,14767,15950,19117,19783,20420,17798,19919,15767,12981,22028,17299,14431,6739,5260,
流动负债(万元),18068,16582,17300,17466,15319,16346,26287,34106,27132,40139,55685,65743,54588,54543,49989,44915,42348,19704,20153,33074,11146,13545,12465,23905,30841,28671,18023,17725,16611,14808,15748,16650,18051,19491,15825,18556,14767,15950,19117,19783,19720,17098,19219,15067,5581,9228,7299,8031,3039,5260,
股东权益不含少数股东权益(万元),235857,242888,238302,232673,227184,220674,99827,98639,90919,89366,90328,85607,75597,74658,73925,70454,68942,65577,63945,60766,56379,44029,43688,42137,41370,40389,40717,39194,37769,37064,38656,38158,37643,36618,37080,36327,35561,34761,35691,35210,34490,34034,35043,34640,34295,33159,15034,14333,14454,12275,
净资产收益率加权(%),3.5,3.12,1.41,9.21,8.33,9.45,2.96,15.48,5.29,1.83,1.77,8.99,5.94,5.68,3.76,13.15,12.04,8.15,4.21,17.38,10.18,8.18,3.61,11.37,--,7.12,0,7.02,0,1.52,0,9.11,0,5.05,--,8.24,0,3.89,0,6.44,0,3.12,0,10.58,0,7.34,19.24,16.63,16.3,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
