,名字,行业,地区,流通股本,总股本(万),总资产(万),流动资产,固定资产,每股净资,市净率,上市日期,平均利润,价格,平均市盈率
760,斯太尔,汽车配件,江苏,33159.0,77184.0,191447.31,82380.0,20222.0,2.12,9.1,19970627,596.0,15.14,1961.0
600639,浦东金桥,园区开发,上海,65665.0,112241.0,1433847.25,320585.0,59398.0,7.17,3.1,19930326,39694.0,16.62,47.0
2491,通鼎互联,通信设备,江苏,107928.0,119912.0,513838.66,316836.0,87167.0,2.26,8.3,20101021,19203.0,13.48,84.0
600158,中体产业,文教休闲,天津,65750.0,84374.0,383574.28,346121.0,11449.0,1.81,13.5,19980327,10580.0,17.08,136.0
815,*ST美利,造纸,宁夏,31678.0,31680.0,147287.16,72549.0,52796.0,-1.2,-23.5,19980609,-28716.0,21.72,-24.0
601002,晋亿实业,机械基件,浙江,73847.0,79269.0,398949.28,235797.0,131522.0,2.83,4.2,20070126,6979.0,9.07,103.0
892,*ST星美,通信设备,重庆,30694.0,41388.0,272.23,272.0,0.0,0.0,21595.4,19990115,-55.0,15.84,-11920.0
2090,金智科技,软件服务,江苏,19138.0,22632.0,227037.0,151755.0,21125.0,4.44,8.9,20061208,6946.0,27.92,91.0
976,*ST春晖,化纤,广东,58656.0,58664.0,59379.63,19818.0,33868.0,0.37,31.0,20000601,-9891.0,8.69,-52.0
2405,四维图新,软件服务,北京,66009.0,71144.0,350346.31,172522.0,14462.0,3.83,11.0,20100518,12226.0,29.7,173.0
300299,富春通信,通信设备,福建,14833.0,38000.0,157078.09,55867.0,1563.0,3.41,14.3,20120319,1520.0,33.12,828.0
300217,东方电热,电器仪表,江苏,27487.0,45482.0,177361.05,122972.0,29698.0,3.05,5.1,20110518,9623.0,13.17,62.0
600973,宝胜股份,电气设备,江苏,41374.0,41437.0,1011867.19,807262.0,131724.0,5.05,3.3,20040802,10954.0,12.17,46.0
548,湖南投资,路桥,湖南,49920.0,49922.0,201276.0,133923.0,23929.0,2.95,4.3,19931220,1970.0,7.69,195.0
300304,云意电气,汽车配件,江苏,20000.0,20000.0,120970.67,80949.0,20860.0,4.81,6.6,20120321,8911.0,21.91,49.0
300281,金明精机,专用机械,广东,10612.0,24248.0,101142.81,52348.0,31624.0,2.9,6.5,20111229,5603.0,13.11,57.0
2259,升达林业,家居用品,四川,60530.0,64332.0,219230.47,150542.0,48848.0,1.32,7.7,20080716,1316.0,7.32,358.0
300119,瑞普生物,生物制药,天津,20360.0,38915.0,228455.67,95214.0,40703.0,4.25,4.8,20100917,10772.0,16.15,58.0
300371,汇中股份,电器仪表,河北,3551.0,12000.0,54638.13,32549.0,15854.0,4.08,9.3,20140123,6140.0,25.01,49.0
2586,围海股份,建筑施工,浙江,69189.0,72813.0,394566.63,209721.0,20508.0,2.12,4.4,20110602,9509.0,9.29,71.0
2096,南岭民爆,化工原料,湖南,37075.0,37129.0,351770.69,138052.0,91056.0,5.89,4.6,20061222,18665.0,17.95,36.0
300045,华力创通,电脑设备,北京,32803.0,55512.0,111878.95,74796.0,7333.0,1.52,15.1,20100120,3576.0,16.45,255.0
300184,力源信息,元器件,湖北,25733.0,38408.0,100436.18,61553.0,18817.0,1.78,10.3,20110222,1882.0,12.34,252.0
300049,福瑞股份,中成药,内蒙,22238.0,26346.0,200099.63,127794.0,10415.0,4.93,6.3,20100120,4443.0,23.82,141.0
300470,日机密封,机械基件,四川,1334.0,5334.0,89428.56,76198.0,4425.0,14.57,9.0,20150612,8068.0,94.32,62.0
2125,湘潭电化,化工原料,湖南,13913.0,16184.0,188787.97,64945.0,86311.0,2.6,8.7,20070403,-3469.0,15.94,-74.0
2084,海鸥卫浴,家居用品,广东,40456.0,45632.0,166178.27,103871.0,49042.0,2.05,6.5,20061124,3895.0,9.64,113.0
300358,楚天科技,专用机械,湖南,7327.0,27772.0,244459.55,132810.0,55248.0,5.4,7.7,20140121,12909.0,26.09,56.0
300463,迈克生物,化学制药,四川,3750.0,18600.0,230212.8,176457.0,26675.0,10.42,11.5,20150528,19253.0,89.16,86.0
2755,东方新星,建筑施工,北京,2534.0,10134.0,69572.43,64887.0,3612.0,5.03,9.0,20150515,5099.0,34.53,69.0
300091,金通灵,机械基件,江苏,14457.0,20900.0,200043.02,117132.0,52524.0,4.02,9.5,20100625,-24.0,26.4,-22990.0
2453,天马精化,化工原料,江苏,53724.0,57130.0,217996.59,99477.0,67569.0,2.1,5.8,20100720,5204.0,9.06,99.0
300072,三聚环保,化工原料,北京,59684.0,77822.0,1012497.0,827268.0,138539.0,5.72,6.0,20100427,26221.0,30.27,90.0
2621,三垒股份,专用机械,辽宁,5625.0,22500.0,115077.56,99127.0,8028.0,4.95,4.8,20110929,5576.0,17.07,69.0
938,紫光股份,软件服务,北京,20607.0,20608.0,554296.19,365535.0,4859.0,9.86,9.9,19991104,9969.0,69.64,144.0
2374,丽鹏股份,广告包装,山东,22775.0,32965.0,349047.5,180757.0,72086.0,5.87,3.0,20100318,3679.0,13.09,117.0
662,索芙特,日用化工,广西,28798.0,28799.0,68557.88,26072.0,22916.0,1.99,13.0,19961216,-1272.0,19.1,-433.0
752,西藏发展,啤酒,西藏,26375.0,26376.0,139345.67,89173.0,18490.0,2.99,6.3,19970625,5925.0,13.33,59.0
300053,欧比特,半导体,广东,16558.0,23116.0,149328.48,79477.0,13304.0,5.27,7.9,20100211,2613.0,35.35,313.0
300287,飞利信,软件服务,北京,65498.0,114041.0,262685.44,187766.0,12215.0,1.35,13.9,20120201,6978.0,14.48,237.0
600223,鲁商置业,区域地产,山东,100097.0,100097.0,3300664.75,3221050.0,45603.0,2.11,4.2,20000113,23902.0,6.24,26.0
300170,汉得信息,软件服务,上海,62323.0,82862.0,191368.34,144531.0,30160.0,2.16,10.0,20110201,14780.0,14.5,81.0
708,大冶特钢,特种钢,湖北,44941.0,44941.0,487473.59,207104.0,216820.0,7.64,1.6,19970326,22931.0,9.16,18.0
2196,方正电机,纺织机械,浙江,9548.0,17879.0,124974.61,70071.0,27025.0,4.93,6.3,20071212,1201.0,27.06,403.0
2730,电光科技,电气设备,浙江,4667.0,14667.0,133578.52,88100.0,28831.0,5.53,7.8,20141009,6449.0,39.63,90.0
300489,中飞股份,铝,黑龙江,1135.0,4538.0,57491.4,16434.0,7333.0,9.29,12.3,20150701,3395.0,79.55,106.0
50,深天马Ａ,元器件,深圳,94309.0,113174.0,1720783.38,677722.0,705036.0,7.41,2.9,19950315,27021.0,15.7,66.0
300305,裕兴股份,塑料,江苏,6296.0,14526.0,137408.02,95890.0,36079.0,9.12,3.5,20120329,7888.0,23.6,43.0
600175,美都能源,全国地产,浙江,144803.0,245104.0,1464061.63,676899.0,18531.0,1.85,3.6,19990408,13948.0,5.4,95.0
2478,常宝股份,普钢,江苏,28218.0,40010.0,387907.19,220179.0,112109.0,7.29,2.0,20100921,22644.0,11.49,20.0
600618,氯碱化工,化工原料,上海,74984.0,115640.0,571932.75,179003.0,249902.0,1.83,8.3,19921113,-15778.0,12.62,-92.0
300417,南华仪器,电器仪表,广东,1020.0,4080.0,38173.8,34079.0,757.0,8.54,13.4,20150123,2792.0,78.48,115.0
603999,读者传媒,出版业,甘肃,6000.0,24000.0,142542.13,0.0,0.0,5.82,6.9,20151210,15029.0,43.31,69.0
2315,焦点科技,互联网,江苏,6033.0,11750.0,223480.77,181003.0,2804.0,16.13,6.5,20091209,12796.0,75.39,69.0
738,中航动控,航空,江苏,114564.0,114564.0,694484.69,435345.0,168310.0,4.11,7.8,19970626,19500.0,31.27,184.0
600037,歌华有线,影视音像,北京,116835.0,139178.0,1047155.88,474092.0,417707.0,6.85,3.4,20010208,41430.0,16.34,55.0
937,冀中能源,煤炭开采,河北,286919.0,353355.0,4151276.5,1295019.0,1363771.0,5.12,1.0,19990909,115298.0,5.0,15.0
300239,东宝生物,生物制药,内蒙,18963.0,23044.0,53314.05,24806.0,19791.0,1.73,9.9,20110706,2764.0,12.78,107.0
600634,中技控股,其他建材,上海,39798.0,57573.0,683183.31,341939.0,83273.0,4.28,5.0,19930304,9189.0,13.72,86.0
600287,江苏舜天,商贸代理,江苏,43680.0,43680.0,399443.75,297298.0,33400.0,2.8,4.2,20000901,13529.0,8.24,27.0
816,智慧农业,机械基件,江苏,108878.0,141880.0,682106.19,339165.0,117352.0,2.37,3.7,19970818,8216.0,6.18,107.0
600284,浦东建设,建筑施工,上海,66104.0,69304.0,1308320.38,578423.0,14727.0,7.03,2.0,20040316,40178.0,11.46,20.0
603939,益丰药房,医药商业,湖南,8000.0,32000.0,231793.8,175938.0,21993.0,4.25,9.9,20150217,10278.0,29.66,92.0
2616,长青集团,环境保护,广东,16820.0,35933.0,287057.66,91011.0,114730.0,4.34,6.1,20110920,5422.0,17.25,114.0
2360,同德化工,化工原料,山西,24509.0,39151.0,138470.45,56705.0,26058.0,2.48,5.0,20100303,10238.0,10.38,40.0
300205,天喻信息,元器件,湖北,42489.0,43006.0,182870.47,150158.0,21125.0,2.58,8.4,20110421,6143.0,14.55,102.0
600095,哈高科,区域地产,黑龙江,36126.0,36126.0,119465.92,79363.0,19595.0,1.93,6.0,19970708,2307.0,8.79,138.0
300094,国联水产,渔业,广东,33894.0,35381.0,274678.78,216435.0,32054.0,4.87,5.4,20100708,1866.0,17.35,329.0
2357,富临运业,公路,四川,31325.0,31349.0,156540.66,68829.0,43515.0,2.68,6.2,20100210,8985.0,12.51,44.0
926,福星股份,区域地产,湖北,53021.0,71236.0,3491151.5,2782623.0,165284.0,8.81,1.9,19990618,66261.0,12.55,13.0
300193,佳士科技,专用机械,深圳,33947.0,50711.0,225055.5,177914.0,39553.0,4.03,3.5,20110322,6786.0,9.3,70.0
300134,大富科技,通信设备,深圳,59772.0,65280.0,407085.63,147937.0,93262.0,3.82,8.1,20101026,13321.0,19.84,97.0
601038,一拖股份,农用机械,河南,59391.0,99590.0,1346788.0,657069.0,275959.0,4.77,3.1,20120808,24624.0,10.52,43.0
300264,佳创视讯,通信设备,深圳,17066.0,22950.0,65135.07,54978.0,1635.0,2.62,9.5,20110916,1663.0,18.7,258.0
2620,瑞和股份,装修装饰,深圳,9343.0,12000.0,217007.92,178245.0,15129.0,8.93,4.5,20110929,6978.0,28.1,48.0
2355,兴民钢圈,汽车配件,山东,34172.0,51370.0,315423.91,159625.0,72342.0,3.84,4.4,20100209,6096.0,20.9,176.0
600345,长江通信,通信设备,湖北,19800.0,19800.0,171204.95,83418.0,5226.0,5.98,3.9,20001222,2210.0,16.68,149.0
600360,华微电子,半导体,吉林,73808.0,73808.0,350495.63,184665.0,109189.0,2.68,3.7,20010316,4086.0,7.05,127.0
600372,中航电子,航空,北京,175916.0,175916.0,1515104.38,1067259.0,275794.0,3.0,8.3,20010706,56595.0,19.11,59.0
600152,维科精华,纺织,浙江,29349.0,29349.0,143431.75,64619.0,45949.0,1.93,6.4,19980609,-11291.0,10.15,-26.0
600737,中粮屯河,食品,新疆,132266.0,205188.0,1531182.5,994952.0,359996.0,2.84,5.3,19960731,-20796.0,11.1,-110.0
2129,中环股份,半导体,天津,195615.0,264424.0,1748554.75,688425.0,523295.0,2.91,4.3,20070420,3670.0,9.22,664.0
300084,海默科技,石油开采,甘肃,24936.0,32477.0,166756.27,66610.0,19164.0,3.29,3.6,20100520,2193.0,8.51,126.0
600776,东方通信,通信设备,浙江,95600.0,125600.0,348955.84,281645.0,21441.0,2.3,5.1,19961126,18859.0,8.04,54.0
600568,中珠控股,区域地产,湖北,36623.0,50660.0,475933.34,369940.0,18903.0,4.79,5.2,20010518,5169.0,14.43,141.0
887,中鼎股份,橡胶,安徽,111378.0,111549.0,670396.81,365773.0,147582.0,3.11,7.9,19981203,49058.0,18.01,41.0
2132,恒星科技,钢加工,河南,47312.0,70636.0,297628.13,140594.0,107377.0,2.56,2.9,20070427,3241.0,6.4,139.0
2733,雄韬股份,电气设备,深圳,9420.0,30600.0,214326.2,167770.0,22411.0,3.81,8.0,20141203,8891.0,24.47,84.0
300050,世纪鼎利,软件服务,广东,13078.0,24946.0,228675.63,147665.0,11099.0,8.11,4.9,20100120,-422.0,31.67,-1874.0
600288,大恒科技,软件服务,北京,43680.0,43680.0,305435.81,201042.0,39455.0,3.34,5.3,20001129,4551.0,11.22,108.0
600230,沧州大化,农药化肥,河北,29419.0,29419.0,401643.03,72209.0,272645.0,4.6,3.3,20000406,7294.0,11.95,48.0
600330,天通股份,元器件,浙江,58882.0,83047.0,428336.31,240846.0,128599.0,4.21,3.6,20010118,-5708.0,9.8,-143.0
691,亚太实业,区域地产,海南,29049.0,32327.0,30384.76,21278.0,2819.0,0.39,33.9,19970228,-573.0,8.85,-499.0
300476,胜宏科技,元器件,广东,3667.0,14956.0,190140.69,122525.0,59268.0,8.27,7.3,20150611,8973.0,43.54,73.0
603568,伟明环保,环境保护,浙江,4580.0,45380.0,303017.66,58239.0,4999.0,3.56,14.6,20150528,17007.0,36.2,97.0
300249,依米康,专用机械,四川,9694.0,17597.0,147479.86,111100.0,9550.0,3.76,8.5,20110803,1560.0,21.82,246.0
300444,双杰电气,电气设备,北京,6897.0,28339.0,107636.1,90233.0,11485.0,2.74,11.3,20150423,6599.0,21.39,92.0
300384,三联虹普,纺织机械,北京,4188.0,14935.0,140076.13,101177.0,12631.0,5.07,18.1,20140801,8536.0,54.36,95.0
600302,标准股份,纺织机械,陕西,34601.0,34601.0,155171.75,114827.0,20137.0,3.08,3.4,20001213,-4630.0,7.46,-56.0
552,靖远煤电,煤炭开采,甘肃,35413.0,114349.0,882296.13,355478.0,66906.0,5.37,1.8,19940106,40259.0,7.47,21.0
2027,七喜控股,电脑设备,广东,20489.0,30234.0,62066.55,16587.0,9370.0,1.63,29.0,20040804,-3629.0,31.25,-260.0
600679,金山开发,文教休闲,上海,18202.0,40220.0,112407.51,35335.0,7137.0,1.97,9.4,19931008,1715.0,13.34,313.0
600677,航天通信,通信设备,浙江,39838.0,52179.0,697865.31,471828.0,96902.0,3.58,6.1,19930928,-4279.0,20.62,-251.0
300438,鹏辉能源,电气设备,广东,2100.0,8400.0,125574.72,93777.0,20780.0,9.45,14.0,20150424,5622.0,86.2,129.0
600532,宏达矿业,普钢,山东,39623.0,51607.0,296811.78,119504.0,89404.0,4.18,5.0,20021031,15401.0,13.13,44.0
686,东北证券,证券,吉林,174885.0,195717.0,7188239.0,0.0,69480.0,5.47,3.3,19970227,56356.0,14.37,50.0
2682,龙洲股份,公路,福建,26231.0,26859.0,381695.72,179132.0,77234.0,5.22,3.4,20120612,6707.0,12.18,49.0
600171,上海贝岭,半导体,上海,67381.0,67381.0,202797.88,155162.0,9060.0,2.69,8.5,19980924,3749.0,14.4,259.0
2467,二六三,电信运营,北京,59394.0,73669.0,181374.77,55419.0,12351.0,2.13,9.8,20100908,18374.0,14.4,58.0
600289,亿阳信通,软件服务,黑龙江,56592.0,56592.0,276433.78,188248.0,38037.0,3.39,5.3,20000720,9709.0,12.76,74.0
2401,中海科技,软件服务,上海,29865.0,30324.0,110037.52,72156.0,5933.0,2.32,9.8,20100506,4787.0,17.67,112.0
2017,东信和平,通信设备,广东,33981.0,34655.0,155904.09,119286.0,23179.0,2.29,8.3,20040713,4672.0,14.49,107.0
2610,爱康科技,电气设备,江苏,70216.0,72500.0,991212.13,326837.0,463767.0,3.3,3.7,20110815,1481.0,9.58,469.0
21,深科技,电脑设备,深圳,146981.0,147126.0,1485107.5,1107941.0,179380.0,3.46,3.6,19940202,16639.0,8.86,78.0
300291,华录百纳,影视音像,北京,47089.0,70854.0,460395.25,243385.0,681.0,5.36,6.9,20120209,12993.0,26.12,142.0
10,深华新,建筑施工,北京,40793.0,70561.0,190286.31,55589.0,4303.0,0.93,11.4,19951027,-2345.0,8.88,-267.0
600211,西藏药业,中成药,西藏,11411.0,14559.0,66904.38,44973.0,10139.0,3.17,13.9,19990721,2622.0,40.47,225.0
600348,阳泉煤业,煤炭开采,山西,240500.0,240500.0,3210356.75,1148214.0,769430.0,5.68,1.2,20030821,133814.0,6.18,11.0
2425,凯撒股份,服饰,广东,37881.0,43424.0,269509.59,79847.0,24783.0,4.45,6.0,20100608,2309.0,22.51,423.0
600433,冠豪高新,造纸,广东,119028.0,127132.0,389757.91,132914.0,142808.0,1.91,6.3,20030619,16065.0,8.66,69.0
603,盛达矿业,铅锌,北京,44077.0,50499.0,121260.61,31070.0,12943.0,1.78,9.2,19960823,29010.0,15.11,26.0
300113,顺网科技,互联网,浙江,17872.0,29181.0,159763.86,78809.0,3991.0,4.26,24.9,20100827,11716.0,74.5,186.0
2101,广东鸿图,机械基件,广东,19169.0,19170.0,271292.91,132013.0,97827.0,7.42,4.3,20061229,9525.0,23.85,48.0
300077,国民技术,半导体,深圳,26589.0,28196.0,312214.56,278752.0,2399.0,9.84,4.6,20100430,2328.0,32.3,391.0
2649,博彦科技,软件服务,北京,13203.0,16770.0,225501.3,120530.0,28828.0,9.84,6.2,20120106,13137.0,44.5,57.0
878,云南铜业,铜,云南,141639.0,141640.0,2445402.5,1209924.0,748934.0,3.52,4.3,19980602,-46599.0,10.2,-31.0
959,首钢股份,普钢,北京,120615.0,528939.0,6142836.0,626698.0,3564292.0,4.26,0.9,19991216,-17452.0,3.99,-121.0
2160,常铝股份,铝,江苏,32470.0,63625.0,451780.25,201127.0,104817.0,3.64,3.6,20070821,-3569.0,8.99,-160.0
300270,中威电子,通信设备,浙江,14127.0,27274.0,73313.46,53594.0,5429.0,2.06,11.0,20111012,3419.0,15.01,120.0
600822,上海物贸,商贸代理,上海,39615.0,49597.0,801940.69,699698.0,52170.0,0.74,19.6,19940204,-18691.0,12.26,-33.0
600188,兖州煤业,煤炭开采,山东,295998.0,491840.0,13322191.0,4094832.0,2737156.0,7.75,1.3,19980701,302374.0,8.51,14.0
56,皇庭国际,房产服务,深圳,14306.0,57389.0,797772.69,22071.0,5764.0,8.69,3.9,19960708,66794.0,27.59,24.0
2396,星网锐捷,通信设备,福建,52659.0,53911.0,442935.81,319368.0,41785.0,4.58,5.5,20100623,23488.0,16.85,39.0
2121,科陆电子,电器仪表,深圳,26855.0,47609.0,742270.88,352172.0,231331.0,4.74,6.1,20070306,9881.0,25.7,124.0
300428,四通新材,铝,河北,2020.0,8080.0,69777.15,49434.0,13238.0,7.61,8.5,20150319,4791.0,46.87,79.0
2388,新亚制程,元器件,深圳,36402.0,39960.0,82956.43,37205.0,7338.0,1.42,7.5,20100413,1192.0,7.82,262.0
18,神州长城,装修装饰,深圳,9972.0,44691.0,379740.38,364504.0,3757.0,7.35,6.4,19920616,408.0,39.65,4340.0
2513,蓝丰生化,农药化肥,江苏,21312.0,21312.0,270632.31,83036.0,147523.0,5.21,3.5,20101203,1429.0,13.39,200.0
2136,安 纳 达,化工原料,安徽,21330.0,21502.0,103624.3,32454.0,62742.0,2.48,7.0,20070530,-690.0,13.14,-409.0
600113,浙江东日,区域地产,浙江,31860.0,31860.0,126600.15,102267.0,2116.0,1.88,8.3,19971021,2185.0,10.87,158.0
600701,工大高新,综合类,黑龙江,49878.0,49878.0,312905.25,30314.0,21509.0,1.74,14.7,19960528,752.0,16.98,1127.0
600241,时代万恒,商贸代理,辽宁,18020.0,22619.0,277923.88,178945.0,22342.0,2.82,5.3,20001128,-2028.0,12.18,-136.0
2241,歌尔声学,元器件,山东,122651.0,152644.0,1915510.25,1084042.0,566265.0,5.92,6.0,20080522,129091.0,27.69,33.0
2098,浔兴股份,服饰,福建,31000.0,31000.0,143752.06,63053.0,53512.0,2.36,6.4,20061222,5835.0,10.2,54.0
601225,陕西煤业,煤炭开采,陕西,271000.0,1000000.0,9328643.0,2108626.0,3302103.0,3.3,1.6,20140128,361817.0,4.35,12.0
600399,抚顺特钢,特种钢,辽宁,112962.0,130000.0,1295501.5,751494.0,272895.0,1.47,6.1,20001229,3021.0,7.94,342.0
300419,浩丰科技,软件服务,北京,1030.0,4110.0,65183.8,57978.0,5596.0,12.97,17.2,20150122,5086.0,149.84,121.0
600126,杭钢股份,普钢,浙江,83894.0,83894.0,600085.69,393095.0,189149.0,3.45,2.3,19980311,-11599.0,6.42,-46.0
600503,华丽家族,区域地产,上海,156269.0,160229.0,533321.94,379609.0,522.0,2.25,6.0,20020709,2600.0,8.73,538.0
300139,晓程科技,元器件,北京,21216.0,27400.0,147141.05,71701.0,7619.0,4.7,3.9,20101112,6942.0,13.61,54.0
2067,景兴纸业,造纸,浙江,96053.0,109395.0,594551.31,243977.0,283155.0,2.68,3.4,20060915,1311.0,6.46,539.0
600390,金瑞科技,小金属,湖南,38195.0,45126.0,254359.05,137915.0,76957.0,3.31,4.6,20010115,-529.0,11.39,-971.0
300136,信维通信,通信设备,深圳,41046.0,59811.0,191507.16,88703.0,32049.0,2.15,14.4,20101105,119.0,26.49,13314.0
600971,恒源煤电,煤炭开采,安徽,100000.0,100000.0,1310983.25,380024.0,517820.0,6.17,1.0,20040817,35196.0,5.46,16.0
300440,运达科技,软件服务,四川,2800.0,11200.0,144315.77,135938.0,6202.0,9.99,9.5,20150423,9693.0,67.6,78.0
300277,海联讯,软件服务,深圳,9724.0,13400.0,67786.53,49287.0,11545.0,3.38,12.8,20111123,-144.0,28.65,-2660.0
55,方大集团,其他建材,深圳,42018.0,75691.0,445227.06,341785.0,48827.0,1.7,8.5,19960415,6921.0,9.92,108.0
600893,中航动力,航空,陕西,136514.0,194872.0,4911829.0,2920010.0,1036398.0,7.4,6.1,19960408,51931.0,39.98,150.0
2276,万马股份,电气设备,浙江,91179.0,93933.0,481917.19,371105.0,63280.0,3.01,9.6,20090710,21102.0,22.23,99.0
300455,康拓红外,运输设备,北京,3500.0,14000.0,67486.59,55981.0,9008.0,4.0,13.0,20150515,5384.0,34.79,90.0
600218,全柴动力,农用机械,安徽,28340.0,36876.0,316165.25,215545.0,84324.0,4.87,2.9,19981203,2965.0,10.99,137.0
300143,星河生物,种植业,广东,10594.0,14740.0,74058.21,10091.0,40472.0,2.14,13.8,20101209,-14998.0,22.25,-22.0
2423,中原特钢,特种钢,河南,46551.0,50299.0,345828.88,131083.0,114581.0,3.92,3.7,20100603,906.0,11.79,655.0
2741,光华科技,化工原料,广东,9000.0,36000.0,96158.93,68809.0,16933.0,2.05,17.6,20150216,6187.0,25.42,148.0
300495,美尚生态,建筑施工,江苏,1670.0,6670.0,111881.32,59078.0,0.0,9.92,6.2,20151222,9315.0,94.1,67.0
600688,上海石化,石油加工,上海,292500.0,1080000.0,2833624.75,831449.0,1442205.0,1.75,3.9,19931108,-8712.0,5.51,-683.0
627,天茂集团,化工原料,湖北,135359.0,135359.0,197271.31,38384.0,42761.0,1.03,10.6,19961112,-179.0,7.88,-5959.0
300022,吉峰农机,其他商业,四川,31994.0,38024.0,287526.84,256901.0,10935.0,0.23,51.4,20091030,-17279.0,7.9,-17.0
969,安泰科技,钢加工,北京,86126.0,86280.0,814606.19,385912.0,281111.0,3.66,3.6,20000529,-1715.0,9.75,-491.0
962,东方钽业,小金属,宁夏,44083.0,44083.0,350248.16,163210.0,158661.0,4.01,3.4,20000120,-7630.0,9.51,-55.0
762,西藏矿业,小金属,西藏,47595.0,47597.0,247120.5,153689.0,40260.0,3.44,8.2,19970708,-6522.0,20.11,-147.0
911,南宁糖业,食品,广西,28664.0,32408.0,473000.09,314774.0,130221.0,4.92,3.7,19990527,-18254.0,13.5,-24.0
603518,维格娜丝,服饰,江苏,5563.0,14798.0,150831.73,126962.0,10672.0,9.06,3.9,20141203,12288.0,27.27,33.0
14,沙河股份,全国地产,深圳,20171.0,20171.0,214251.55,194648.0,2105.0,3.28,7.2,19920602,3916.0,17.49,90.0
600575,皖江物流,水运,安徽,142320.0,288401.0,668949.5,276077.0,267122.0,1.25,5.3,20030328,-69608.0,4.55,-19.0
715,中兴商业,百货,辽宁,27855.0,27901.0,219951.59,97748.0,74433.0,3.98,3.8,19970508,9688.0,10.18,29.0
2341,新纶科技,化工原料,深圳,25643.0,37344.0,369582.97,159189.0,72150.0,4.15,3.8,20100122,9653.0,14.2,55.0
833,贵糖股份,造纸,广西,29607.0,66840.0,333206.28,148297.0,83592.0,4.38,2.3,19981111,-2132.0,10.21,-320.0
300332,天壕环境,环境保护,北京,31622.0,38719.0,422381.06,91660.0,113041.0,5.69,4.1,20120628,11554.0,18.61,62.0
2218,拓日新能,半导体,深圳,47959.0,61817.0,392562.5,139133.0,158921.0,4.2,2.6,20080228,431.0,8.37,1201.0
2227,奥 特 迅,电气设备,深圳,21811.0,21946.0,96754.53,72145.0,2156.0,3.42,12.0,20080506,5248.0,33.26,139.0
