,名字,行业,地区,流通股本,总股本(万),总资产(万),流动资产,固定资产,每股净资,市净率,上市日期,平均利润,价格,平均市盈率
2362,汉王科技,电脑设备,北京,17616.0,21410.0,84964.43,51033.0,20282.0,3.43,9.3,20100303,-6473.0,23.79,-79.0
603618,杭电股份,电气设备,浙江,5335.0,21335.0,331511.09,281086.0,31006.0,6.88,5.1,20150217,10621.0,24.08,48.0
554,泰山石油,石油贸易,山东,36265.0,48079.0,105414.26,13257.0,37893.0,1.9,6.3,19931215,1421.0,8.4,284.0
996,中国中期,公路,北京,23000.0,23000.0,66026.55,6067.0,6080.0,2.56,12.8,20000718,3214.0,18.77,134.0
600970,中材国际,建筑施工,江苏,109330.0,116951.0,2704444.75,2275256.0,181858.0,4.72,2.7,20050412,33358.0,10.11,35.0
2757,南兴装备,家居用品,广东,2734.0,10934.0,89775.1,49847.0,20448.0,6.49,9.2,20150527,5155.0,52.55,111.0
17,深中华A,文教休闲,深圳,30298.0,55135.0,6806.66,6306.0,104.0,0.02,663.4,19920331,50922.0,10.68,12.0
600760,中航黑豹,汽车整车,山东,34494.0,34494.0,285829.31,119559.0,109682.0,1.43,11.3,19961011,-5338.0,11.82,-76.0
300103,达刚路机,工程机械,陕西,8442.0,21173.0,96429.4,81634.0,11212.0,3.92,7.4,20100812,5590.0,19.18,73.0
300156,神雾环保,环境保护,北京,25276.0,40401.0,312631.16,193377.0,8234.0,4.18,12.7,20110107,-831.0,37.33,-1816.0
300027,华谊兄弟,影视音像,浙江,92515.0,138855.0,1407815.25,871157.0,35075.0,6.66,6.4,20091030,60216.0,28.9,67.0
300396,迪瑞医疗,医疗保健,吉林,4277.0,15335.0,172732.92,72238.0,19326.0,6.3,7.9,20140910,9306.0,38.56,64.0
2599,盛通股份,广告包装,北京,8981.0,13500.0,124587.92,47170.0,53272.0,4.56,9.6,20110715,2056.0,32.09,211.0
300468,四方精创,软件服务,深圳,2500.0,10000.0,79009.15,64333.0,930.0,7.55,12.3,20150527,8239.0,60.2,73.0
797,中国武夷,全国地产,福建,33436.0,38945.0,920959.63,855618.0,14918.0,2.73,8.2,19970715,10526.0,15.91,59.0
2070,众和股份,纺织,福建,56587.0,63526.0,283065.75,136003.0,67540.0,1.22,20.0,20061012,3230.0,18.78,369.0
300073,当升科技,矿物制品,北京,15899.0,18303.0,169775.66,92393.0,29867.0,6.7,5.6,20100427,-34.0,27.05,-14562.0
600661,新南洋,文教休闲,上海,18140.0,25908.0,169455.63,67821.0,30749.0,3.01,13.4,19930614,940.0,28.49,785.0
300308,中际装备,工程机械,山东,21601.0,21601.0,61116.3,28017.0,13611.0,2.49,8.8,20120410,1706.0,14.55,184.0
603308,应流股份,专用机械,安徽,23982.0,40001.0,491896.84,243803.0,178986.0,4.67,6.7,20140122,14815.0,24.59,66.0
300062,中能电气,电气设备,福建,7913.0,15400.0,122441.31,86059.0,18723.0,5.0,5.9,20100319,3743.0,19.46,80.0
2767,先锋电子,电器仪表,浙江,2500.0,10000.0,71255.59,67288.0,1578.0,6.03,8.4,20150612,6390.0,35.22,55.0
600148,长春一东,汽车配件,吉林,14152.0,14152.0,83244.06,63372.0,17147.0,2.57,10.4,19980520,2378.0,19.79,118.0
600628,新世界,百货,上海,53180.0,53180.0,481587.0,103999.0,270880.0,4.78,3.8,19930119,23990.0,13.49,30.0
516,国际医学,百货,陕西,70428.0,78842.0,515634.16,275626.0,147608.0,4.11,5.1,19930809,19429.0,15.81,64.0
300262,巴安水务,环境保护,上海,22652.0,37352.0,170573.91,86156.0,8229.0,1.82,10.8,20110916,6136.0,15.24,93.0
2432,九安医疗,医疗保健,天津,37200.0,37200.0,87276.71,52165.0,17261.0,1.86,14.1,20100610,294.0,18.7,2363.0
603808,歌力思,服饰,深圳,4000.0,16565.0,178295.19,138846.0,21960.0,10.0,5.3,20150422,13232.0,38.56,48.0
300424,航新科技,航空,广东,3327.0,13307.0,99060.46,61733.0,25886.0,5.98,14.1,20150422,7581.0,57.91,102.0
2140,东华科技,建筑施工,安徽,43732.0,44603.0,685441.44,630475.0,23900.0,4.28,5.3,20070712,27724.0,15.85,26.0
2441,众业达,批发业,广东,31053.0,46813.0,414193.09,340991.0,26443.0,4.94,4.6,20100706,19707.0,15.0,36.0
300485,赛升药业,生物制药,北京,3000.0,12000.0,187826.13,171387.0,9840.0,15.29,10.6,20150626,16531.0,121.2,88.0
600081,东风科技,汽车配件,上海,31356.0,31356.0,417619.09,249754.0,100415.0,3.39,5.4,19970703,15698.0,15.05,30.0
2283,天润曲轴,汽车配件,山东,55941.0,55941.0,478126.31,158490.0,196964.0,5.89,3.9,20090821,9929.0,14.8,83.0
2529,海源机械,专用机械,福建,20000.0,20000.0,119738.52,59214.0,36782.0,4.91,4.9,20101224,635.0,16.25,512.0
2517,泰亚股份,服饰,福建,17680.0,67680.0,80241.25,31944.0,38039.0,3.4,19.0,20101207,482.0,48.78,6854.0
603368,柳州医药,医药商业,广西,5738.0,11250.0,415797.03,379218.0,12943.0,11.37,7.9,20141204,14119.0,71.47,57.0
300042,朗科科技,电脑设备,深圳,9072.0,13360.0,87043.59,60671.0,4852.0,6.27,6.7,20100108,1394.0,30.52,293.0
2490,山东墨龙,化工机械,山东,29993.0,79785.0,592276.0,231605.0,169357.0,3.38,3.2,20101021,-708.0,7.57,-853.0
600202,哈空调,电气设备,黑龙江,38334.0,38334.0,250117.02,173607.0,51624.0,2.15,6.0,19990603,-1480.0,13.4,-347.0
2278,神开股份,化工机械,上海,25537.0,36391.0,177075.06,122107.0,17728.0,3.28,7.1,20090811,5633.0,16.33,105.0
2717,岭南园林,建筑施工,广东,15320.0,32574.0,312822.41,195352.0,3849.0,2.7,15.0,20140219,9872.0,42.3,140.0
2199,东晶电子,元器件,浙江,14601.0,24344.0,166816.27,49514.0,92158.0,2.64,7.3,20071221,-3644.0,15.17,-101.0
2575,群兴玩具,文教休闲,广东,57992.0,58872.0,97264.31,31597.0,41004.0,1.53,10.8,20110422,2764.0,12.84,273.0
2168,深圳惠程,电气设备,深圳,75710.0,77280.0,122543.21,106789.0,12477.0,1.52,8.1,20070919,367.0,8.48,1786.0
2161,远 望 谷,通信设备,深圳,69591.0,73976.0,173814.97,70122.0,24191.0,1.96,11.9,20070821,6904.0,14.07,151.0
600231,凌钢股份,普钢,辽宁,80400.0,125958.0,1474793.63,551452.0,739104.0,3.62,1.9,20000511,-19753.0,6.16,-39.0
300434,金石东方,专用机械,四川,1700.0,6800.0,41866.62,34483.0,2062.0,5.57,12.9,20150424,4596.0,46.07,68.0
603519,立霸股份,家用电器,江苏,2000.0,8000.0,74151.21,63012.0,8436.0,7.98,7.3,20150319,4943.0,40.81,66.0
584,友利控股,化纤,江苏,61061.0,61332.0,317205.56,207205.0,99468.0,3.13,4.4,19951128,20136.0,9.7,30.0
601699,潞安环能,煤炭开采,山西,299141.0,299141.0,5127042.0,1842980.0,1101652.0,6.4,1.0,20060922,169246.0,6.47,11.0
600499,科达洁能,专用机械,广东,68874.0,70573.0,794770.69,468469.0,159225.0,5.89,3.9,20021010,36319.0,16.18,31.0
600594,益佰制药,中成药,贵州,78236.0,79193.0,517240.06,227033.0,55247.0,4.48,4.8,20040323,41362.0,15.01,29.0
600784,鲁银投资,普钢,山东,49661.0,56818.0,588559.44,445335.0,36337.0,2.66,3.3,19961225,7967.0,7.07,50.0
601186,中国铁建,建筑施工,北京,1026125.0,1357954.0,67917544.0,56349560.0,4046710.0,7.9,1.8,20080310,1005561.0,11.21,15.0
300471,厚普股份,专用机械,四川,2960.0,14797.0,223990.88,185814.0,13553.0,10.5,7.7,20150611,14399.0,55.48,57.0
600392,盛和资源,小金属,山西,39150.0,94104.0,227900.72,191962.0,17924.0,1.28,10.3,20030529,16489.0,9.47,54.0
2139,拓邦股份,元器件,深圳,16213.0,26266.0,143230.92,95671.0,16760.0,3.78,7.0,20070629,4634.0,17.47,99.0
600058,五矿发展,商贸代理,北京,107191.0,107191.0,4869546.0,3414961.0,986905.0,7.12,3.4,19970528,3646.0,17.18,505.0
2574,明牌珠宝,服饰,浙江,52800.0,52800.0,490693.56,462023.0,8191.0,5.81,3.6,20110422,11896.0,15.7,70.0
600343,航天动力,航空,陕西,57537.0,63821.0,396599.94,287537.0,75312.0,3.43,7.5,20030408,6384.0,20.16,202.0
2576,通达动力,电气设备,江苏,11852.0,16510.0,113517.13,72880.0,28223.0,5.13,6.3,20110428,396.0,18.99,792.0
2748,世龙实业,化工原料,江西,3000.0,12000.0,105106.77,43434.0,48282.0,7.76,5.5,20150319,8643.0,28.48,40.0
600589,广东榕泰,塑料,广东,60173.0,60173.0,420708.81,246731.0,73868.0,3.4,4.7,20010612,6372.0,11.59,109.0
300460,惠伦晶体,元器件,广东,4208.0,16827.0,87686.35,45286.0,35832.0,3.83,10.1,20150515,5126.0,25.88,85.0
506,中润资源,区域地产,山东,92831.0,92902.0,391975.25,306358.0,35275.0,1.47,6.9,19930312,9843.0,7.44,70.0
300152,科融环境,专用机械,江苏,71280.0,71280.0,306530.63,193897.0,36961.0,2.05,5.6,20101229,5275.0,8.04,109.0
300098,高新兴,通信设备,广东,47138.0,107077.0,183264.72,89123.0,6173.0,1.41,15.5,20100728,4733.0,16.38,371.0
979,中弘股份,区域地产,安徽,460794.0,461031.0,1897221.63,1802095.0,37091.0,1.34,3.1,20000616,52716.0,2.99,26.0
701,厦门信达,综合类,福建,28969.0,31088.0,1433195.5,1203602.0,56163.0,8.52,3.2,19970226,16031.0,17.1,33.0
2212,南洋股份,电气设备,广东,30184.0,51026.0,309324.25,162880.0,55266.0,3.5,4.0,20080201,6518.0,9.31,73.0
2674,兴业科技,纺织,福建,24057.0,24248.0,281269.69,213369.0,54205.0,6.51,2.8,20120507,14762.0,14.72,24.0
2079,苏州固锝,半导体,江苏,72548.0,72797.0,149212.63,90058.0,44685.0,1.74,6.1,20061116,3503.0,7.22,150.0
2577,雷柏科技,电脑设备,深圳,28125.0,28398.0,193999.94,90352.0,29553.0,4.95,11.0,20110428,4807.0,34.32,203.0
300131,英唐智控,元器件,深圳,26546.0,53476.0,266896.31,145193.0,13025.0,3.15,7.2,20101019,1019.0,14.49,760.0
2378,章源钨业,小金属,江西,92417.0,92417.0,304992.06,123102.0,103806.0,2.15,5.5,20100331,10174.0,8.46,77.0
603599,广信股份,农药化肥,安徽,4706.0,18824.0,298651.94,163769.0,88237.0,11.85,4.7,20150513,15624.0,38.39,46.0
520,长航凤凰,水运,湖北,101208.0,101208.0,54791.81,41183.0,11285.0,0.23,63.0,19931025,-69564.0,10.0,-15.0
782,美达股份,化纤,广东,40451.0,52814.0,234429.27,109618.0,67810.0,2.45,6.5,19970619,-6079.0,9.7,-84.0
2131,利欧股份,农用机械,浙江,61839.0,150943.0,450495.31,243552.0,43345.0,1.84,10.8,20070427,9459.0,17.58,281.0
600363,联创光电,元器件,江西,44348.0,44348.0,346217.25,187918.0,51014.0,4.25,4.8,20010329,13128.0,13.67,46.0
300263,隆华节能,专用机械,河南,23055.0,44330.0,326619.88,187892.0,33351.0,5.29,5.2,20110916,10544.0,20.96,88.0
300173,智慧松德,轻工机械,广东,24605.0,58618.0,199117.31,92087.0,17051.0,2.66,6.8,20110201,293.0,13.07,2618.0
600123,兰花科创,煤炭开采,山西,114240.0,114240.0,2251676.0,655692.0,441161.0,8.52,0.9,19981217,97699.0,7.92,9.0
2629,仁智油服,石油贸易,四川,33012.0,41195.0,84803.31,61345.0,11425.0,1.64,8.9,20111103,4008.0,11.59,119.0
300268,万福生科,农业综合,湖南,9891.0,13400.0,34939.0,6807.0,8596.0,2.13,15.0,20110927,-6203.0,18.61,-40.0
601088,中国神华,煤炭开采,北京,1649104.0,1988962.0,55250700.0,13664499.0,29814800.0,14.86,1.0,20071009,4338200.0,13.74,6.0
2104,恒宝股份,元器件,江苏,54668.0,71320.0,181397.48,122359.0,33223.0,2.0,11.7,20070110,20677.0,17.41,60.0
697,炼石有色,小金属,陕西,43130.0,55968.0,162144.5,88224.0,36808.0,2.61,11.1,19970325,6360.0,20.47,180.0
600657,信达地产,全国地产,北京,152426.0,152426.0,4852650.5,4532709.0,7760.0,5.12,1.4,19930524,69512.0,5.5,12.0
601390,中国中铁,建筑施工,北京,1709251.0,2284430.0,72486280.0,58468456.0,4304181.0,5.51,2.0,20071203,902978.0,8.88,22.0
601015,陕西黑猫,焦炭加工,陕西,29600.0,62000.0,1078319.88,499574.0,374628.0,4.52,2.6,20141105,19687.0,9.19,29.0
603703,盛洋科技,电气设备,浙江,2300.0,9188.0,73160.13,43520.0,22994.0,5.65,16.0,20150423,4506.0,61.3,125.0
600570,恒生电子,软件服务,浙江,61781.0,61781.0,335019.06,144222.0,32699.0,3.38,18.2,20031216,30037.0,43.84,90.0
600391,成发科技,航空,四川,33013.0,33013.0,482451.41,290429.0,152814.0,5.14,9.7,20011212,3297.0,42.62,427.0
600516,方大炭素,矿物制品,甘肃,171916.0,171916.0,931645.69,620418.0,158545.0,3.35,4.0,20020830,32792.0,8.6,45.0
600728,佳都科技,软件服务,广东,39692.0,49977.0,260847.55,215246.0,7869.0,2.37,15.0,19960716,8595.0,26.13,152.0
2272,川润股份,机械基件,四川,31256.0,41970.0,183164.05,116563.0,51433.0,2.89,3.9,20080919,-150.0,8.3,-2322.0
2749,国光股份,农药化肥,四川,1500.0,7500.0,89665.63,82225.0,1787.0,10.88,10.4,20150320,12229.0,87.03,53.0
600748,上实发展,全国地产,上海,108337.0,108337.0,2085312.0,1833194.0,2713.0,4.46,3.2,19960925,65302.0,11.1,18.0
12,南  玻Ａ,玻璃,深圳,130255.0,207534.0,1523499.25,187161.0,1008279.0,3.71,3.9,19920228,89478.0,9.56,22.0
2115,三维通信,通信设备,浙江,34144.0,41069.0,202495.69,151193.0,16448.0,2.26,7.0,20070215,-1033.0,10.49,-417.0
300154,瑞凌股份,元器件,深圳,31120.0,44700.0,172127.02,157862.0,9275.0,3.46,4.1,20101229,9635.0,10.49,49.0
2442,龙星化工,化工原料,河北,25143.0,48000.0,294130.91,138325.0,106044.0,2.3,7.7,20100706,2619.0,13.89,255.0
600007,中国国贸,园区开发,北京,100728.0,100728.0,1010068.13,99029.0,115970.0,5.45,3.8,19990312,41476.0,13.63,33.0
600643,爱建集团,多元金融,上海,143403.0,143714.0,1011894.63,370926.0,3044.0,3.9,4.1,19930426,43631.0,10.23,34.0
2243,通产丽星,塑料,深圳,30991.0,36495.0,184922.59,66419.0,87367.0,3.93,4.6,20080528,3334.0,10.85,119.0
2504,弘高创意,半导体,北京,13850.0,41273.0,397188.63,380843.0,1249.0,2.08,13.8,20101118,6593.0,24.8,155.0
2775,文科园林,建筑施工,深圳,3000.0,12000.0,173653.88,170228.0,1809.0,8.95,6.5,20150629,9166.0,40.3,53.0
300052,中青宝,互联网,深圳,26096.0,26104.0,148924.86,44052.0,4357.0,3.6,8.7,20100211,1523.0,21.7,372.0
600879,航天电子,航空,湖北,103954.0,103954.0,1111721.38,794656.0,170459.0,5.15,3.4,19951115,22735.0,13.66,62.0
300125,易世达,电气设备,辽宁,7748.0,11800.0,210478.17,112031.0,61320.0,9.0,3.7,20101013,1695.0,23.65,165.0
90,天健集团,建筑施工,深圳,55253.0,85556.0,1282542.63,967602.0,15369.0,7.27,2.6,19990721,35002.0,12.77,31.0
600213,亚星客车,汽车整车,江苏,22000.0,22000.0,214167.72,179846.0,26056.0,-0.14,-108.2,19990831,-4460.0,9.67,-48.0
2183,怡 亚 通,仓储物流,深圳,100069.0,103758.0,2836422.25,2358485.0,70493.0,4.58,10.0,20071113,21268.0,29.95,146.0
300118,东方日升,半导体,浙江,47474.0,67459.0,769133.19,536478.0,138254.0,4.43,3.3,20100902,-11273.0,12.17,-73.0
600738,兰州民百,百货,甘肃,26211.0,36887.0,195723.88,112614.0,32046.0,3.18,3.6,19960802,9135.0,8.12,33.0
600800,天津磁卡,综合类,天津,61031.0,61127.0,64564.65,30303.0,7204.0,0.16,72.0,19931206,369.0,7.19,1190.0
603318,派思股份,专用机械,辽宁,3010.0,12040.0,84635.96,55553.0,10106.0,3.79,15.6,20150424,4388.0,39.7,109.0
603015,弘讯科技,电气设备,浙江,5010.0,20010.0,119738.76,100292.0,4438.0,5.27,6.7,20150303,8791.0,24.7,56.0
2181,粤 传 媒,出版业,广东,114087.0,116106.0,499652.66,267771.0,73870.0,3.8,4.3,20071116,27111.0,9.7,42.0
792,盐湖股份,农药化肥,青海,156638.0,159051.0,7681408.0,1288138.0,2078980.0,11.38,2.4,19970904,162624.0,18.78,18.0
60,中金岭南,铅锌,深圳,206142.0,221263.0,1563137.63,425594.0,451785.0,3.3,4.5,19970123,43868.0,10.34,52.0
300260,新莱应材,机械基件,江苏,4724.0,10005.0,104946.36,67750.0,31659.0,6.49,5.4,20110906,1202.0,24.79,206.0
600385,山东金泰,黄金,山东,14277.0,14811.0,17025.92,15339.0,75.0,0.38,68.6,20010723,1638.0,18.21,165.0
600761,安徽合力,工程机械,安徽,61682.0,61682.0,563065.56,349149.0,159370.0,6.38,2.2,19961009,47351.0,10.36,13.0
2495,佳隆股份,食品,广东,37370.0,66830.0,115762.55,54928.0,39726.0,1.63,5.0,20101102,3988.0,5.99,100.0
600167,联美控股,供气供热,辽宁,21100.0,21100.0,282117.16,42090.0,82519.0,5.34,3.8,19990128,13720.0,16.73,26.0
300487,蓝晓科技,化工原料,陕西,2000.0,8000.0,80051.53,62377.0,3639.0,8.34,9.3,20150702,5907.0,50.6,69.0
2184,海得控制,软件服务,上海,13364.0,22000.0,183536.55,149810.0,20825.0,3.57,10.6,20071116,2952.0,28.16,210.0
600395,盘江股份,煤炭开采,贵州,165505.0,165505.0,1047281.69,357754.0,274895.0,3.53,2.4,20010531,76353.0,8.56,19.0
600468,百利电气,电气设备,天津,45619.0,45619.0,149498.81,75050.0,28905.0,1.44,11.7,20010615,3720.0,13.34,164.0
603788,宁波高发,汽车配件,浙江,3420.0,14097.0,88117.1,74347.0,11016.0,4.98,8.3,20150120,7694.0,28.59,52.0
2233,塔牌集团,水泥,广东,75966.0,89466.0,568748.94,204282.0,234837.0,4.69,3.3,20080516,40346.0,9.24,20.0
2601,佰利联,化工原料,河南,16426.0,20442.0,557921.06,212747.0,154669.0,11.77,3.6,20110715,9040.0,35.4,80.0
603227,雪峰科技,化工原料,新疆,8235.0,32935.0,251086.05,138522.0,35619.0,3.71,9.1,20150515,10755.0,22.66,69.0
530,大冷股份,机械基件,辽宁,21579.0,36016.0,375606.94,128787.0,43065.0,7.02,2.5,19931208,12853.0,14.69,41.0
671,阳 光 城,区域地产,福建,320790.0,326015.0,6102009.5,6012060.0,1861.0,2.04,4.7,19961218,84467.0,6.71,26.0
300432,富临精工,汽车配件,四川,9000.0,36000.0,124672.6,92081.0,18711.0,2.4,10.9,20150319,9580.0,17.9,67.0
2298,中电鑫龙,电气设备,安徽,35476.0,63292.0,464760.06,237556.0,73015.0,4.64,4.4,20090929,6594.0,13.43,129.0
2414,高德红外,电器仪表,湖北,46514.0,60000.0,252015.59,153800.0,59033.0,4.11,7.5,20100716,6322.0,21.47,204.0
600636,三爱富,化工原料,上海,38195.0,44694.0,441885.41,215833.0,145269.0,6.73,2.4,19930316,7214.0,11.86,73.0
300203,聚光科技,电器仪表,浙江,44654.0,45378.0,332686.66,205219.0,23226.0,4.92,7.4,20110415,17638.0,27.57,71.0
2224,三 力 士,橡胶,浙江,46644.0,65467.0,150362.0,103293.0,32314.0,2.05,11.8,20080425,13761.0,17.34,82.0
2556,辉隆股份,其他商业,安徽,46328.0,47840.0,541767.81,365228.0,46270.0,4.45,4.8,20110302,10016.0,14.13,67.0
600141,兴发集团,化工原料,湖北,43723.0,52998.0,2193111.25,526970.0,1010625.0,9.26,1.6,19990616,28322.0,10.95,20.0
300368,汇金股份,专用机械,河北,7644.0,26545.0,84713.4,42660.0,24242.0,2.12,24.8,20140123,5174.0,38.64,198.0
2216,三全食品,食品,河南,56011.0,80422.0,309331.13,121456.0,120584.0,2.38,4.9,20080220,11298.0,8.7,62.0
300013,新宁物流,仓储物流,江苏,18000.0,29779.0,172954.27,85715.0,17834.0,4.3,5.1,20091030,690.0,15.15,654.0
300478,杭州高新,橡胶,浙江,1667.0,6667.0,58021.55,44653.0,6994.0,7.16,9.8,20150610,4241.0,48.1,76.0
682,东方电子,电气设备,山东,97802.0,97816.0,313120.56,224442.0,47228.0,1.52,4.3,19970121,3507.0,5.49,153.0
600497,驰宏锌锗,铅锌,云南,166756.0,166756.0,3309375.75,377624.0,970455.0,4.14,2.7,20040420,36615.0,8.4,38.0
300026,红日药业,中成药,天津,65588.0,100481.0,434593.81,320312.0,73558.0,4.04,5.3,20091030,33922.0,15.84,47.0
300046,台基股份,半导体,湖北,12269.0,14208.0,82332.42,62593.0,16768.0,5.48,4.4,20100120,4753.0,19.4,58.0
713,丰乐种业,种植业,安徽,29887.0,29888.0,188196.63,101198.0,34911.0,4.31,3.1,19970422,6171.0,9.39,45.0
300175,朗源股份,食品,山东,46479.0,47080.0,162273.13,110806.0,23310.0,1.9,6.4,20110215,4274.0,9.39,103.0
990,诚志股份,化工原料,江西,29703.0,38768.0,493185.56,277517.0,116284.0,5.99,4.4,20000706,5078.0,16.54,126.0
2073,软控股份,软件服务,山东,62289.0,81859.0,794927.81,507883.0,169919.0,5.03,3.3,20061018,17517.0,12.33,58.0
2285,世联行,房产服务,深圳,122164.0,144570.0,613732.81,523567.0,20398.0,2.28,7.4,20090828,30797.0,11.68,55.0
600169,太原重工,工程机械,山西,242396.0,242396.0,2754565.75,2002514.0,503717.0,2.24,2.6,19980904,-9153.0,4.87,-129.0
2319,乐通股份,染料涂料,广东,19995.0,20000.0,103266.34,40387.0,48639.0,2.78,7.9,20091211,1544.0,14.64,190.0
300493,润欣科技,通信设备,上海,3000.0,12000.0,53769.13,53384.0,186.0,3.0,9.4,20151210,4060.0,49.52,146.0
2057,中钢天源,元器件,安徽,19938.0,19938.0,60387.8,34882.0,17441.0,2.55,6.6,20060802,210.0,11.73,1114.0
70,特发信息,通信设备,深圳,25858.0,31350.0,285349.53,189211.0,46721.0,4.11,7.8,20000511,5472.0,22.49,129.0
300397,天和防务,通信设备,陕西,5160.0,12000.0,164116.45,124372.0,6520.0,10.45,8.4,20140910,12814.0,58.7,55.0
2330,得利斯,食品,山东,43714.0,50200.0,160954.38,59741.0,82029.0,2.62,6.6,20100106,4196.0,12.08,145.0
600546,山煤国际,煤炭开采,山西,198246.0,198246.0,5227716.5,2934536.0,904366.0,3.13,1.5,20030731,-23773.0,4.91,-41.0
300330,华虹计通,软件服务,上海,16745.0,16923.0,59725.38,47746.0,11468.0,2.57,7.9,20120619,2304.0,15.06,111.0
300328,宜安科技,铝,广东,22400.0,22400.0,89106.4,46846.0,33168.0,2.92,12.0,20120619,4608.0,22.92,111.0
600212,江泉实业,综合类,山东,51170.0,51170.0,86924.65,23701.0,22664.0,1.51,8.0,19990817,-1712.0,8.86,-265.0
600804,鹏博士,电信运营,四川,136112.0,140045.0,1727910.25,373525.0,926843.0,3.92,6.3,19940103,38127.0,19.07,70.0
735,罗 牛 山,农业综合,海南,88008.0,88013.0,442510.09,144952.0,103737.0,1.94,4.2,19970611,3130.0,6.25,176.0
2309,中利科技,电气设备,江苏,36028.0,57223.0,1804024.25,1333083.0,294506.0,6.8,3.0,20091127,23168.0,14.15,35.0
2714,牧原股份,农业综合,河南,14325.0,48400.0,562086.44,179648.0,240261.0,4.57,10.2,20140128,23808.0,43.11,88.0
600533,栖霞建设,区域地产,江苏,105000.0,105000.0,1329447.88,1123826.0,2007.0,3.44,2.0,20020328,16720.0,5.27,33.0
603128,华贸物流,仓储物流,上海,80835.0,80835.0,345561.69,283615.0,25533.0,1.81,6.8,20120529,9116.0,8.27,73.0
2666,德联集团,化工原料,广东,22925.0,75433.0,318009.94,239249.0,41279.0,3.41,3.5,20120327,15501.0,8.95,44.0
600083,博信股份,建筑施工,广东,22692.0,23000.0,11807.23,9059.0,308.0,0.22,108.1,19970606,232.0,18.25,1812.0
2019,亿帆鑫富,化学制药,浙江,19413.0,44032.0,401965.09,151829.0,54847.0,6.34,7.1,20040713,9261.0,46.49,221.0
2062,宏润建设,建筑施工,浙江,67039.0,78750.0,1446365.13,1212312.0,113549.0,2.96,3.3,20060816,17195.0,7.31,33.0
2093,国脉科技,电信运营,福建,85291.0,86500.0,265802.5,136700.0,51159.0,1.53,9.6,20061215,7806.0,9.97,110.0
603456,九洲药业,化学制药,浙江,5784.0,22157.0,274024.19,104902.0,123841.0,8.24,9.5,20141010,14526.0,58.18,89.0
2260,德奥通航,航空,广东,26520.0,26520.0,79659.63,42258.0,12340.0,1.29,36.6,20080716,2225.0,32.27,385.0
600961,株冶集团,铅锌,湖南,52746.0,52746.0,648489.0,308196.0,284075.0,0.52,24.9,20040830,-18565.0,10.66,-30.0
603918,金桥信息,软件服务,上海,2200.0,8800.0,71303.88,64361.0,5577.0,4.93,17.0,20150528,4061.0,60.29,131.0
300442,普丽盛,轻工机械,上海,2500.0,10000.0,118328.02,97033.0,8769.0,9.45,7.6,20150424,8348.0,45.36,54.0
300472,新元科技,专用机械,北京,1667.0,6667.0,48003.09,39114.0,4307.0,5.47,12.2,20150611,3299.0,46.7,94.0
600278,东方创业,商贸代理,上海,52224.0,52224.0,623520.75,404980.0,87588.0,5.45,3.4,20000712,13737.0,13.04,50.0
601669,中国电建,建筑施工,北京,330000.0,1375463.0,38651216.0,22676754.0,7012799.0,4.26,1.9,20111018,447886.0,7.03,22.0
601689,拓普集团,汽车配件,浙江,12910.0,64910.0,378457.19,232853.0,99837.0,4.68,5.9,20150319,32727.0,19.08,38.0
2510,天汽模,汽车配件,天津,31875.0,41152.0,380945.09,247296.0,66034.0,4.21,4.3,20101125,12929.0,13.4,43.0
37,深南电Ａ,火力发电,深圳,33890.0,60276.0,513349.0,315953.0,177720.0,1.99,7.0,19940701,-16062.0,8.72,-33.0
600432,吉恩镍业,小金属,吉林,81112.0,160372.0,2501653.5,1275596.0,959361.0,4.57,2.9,20030905,-15351.0,9.06,-95.0
300187,永清环保,环境保护,湖南,19740.0,21308.0,205802.36,144223.0,10919.0,6.04,9.2,20110308,5411.0,42.65,168.0
2630,华西能源,专用机械,四川,60588.0,73800.0,900909.13,670868.0,97406.0,3.92,3.6,20111111,12800.0,13.11,76.0
2253,川大智胜,软件服务,四川,12657.0,15042.0,110256.76,43456.0,35473.0,5.94,8.7,20080623,4699.0,37.0,118.0
300051,三五互联,互联网,福建,21174.0,36570.0,151434.25,38481.0,6010.0,2.43,9.4,20100211,755.0,16.82,815.0
600766,园城黄金,黄金,山东,22393.0,22423.0,21227.01,15608.0,1023.0,0.25,81.0,19961028,2609.0,15.48,133.0
2406,远东传动,汽车配件,河南,35177.0,56100.0,237135.66,147309.0,40103.0,3.87,3.0,20100518,12488.0,8.08,36.0
601233,桐昆股份,化纤,浙江,96360.0,96360.0,1497070.63,552473.0,821068.0,7.19,2.0,20110518,14707.0,9.77,64.0
2321,华英农业,农业综合,河南,42346.0,42580.0,486754.59,283516.0,138865.0,3.51,3.7,20091216,-3683.0,10.11,-117.0
2766,索菱股份,汽车配件,深圳,4580.0,18301.0,139695.88,105588.0,16457.0,5.24,9.1,20150611,6449.0,37.1,105.0
600476,湘邮科技,软件服务,湖南,16107.0,16107.0,34411.48,27483.0,5878.0,1.35,32.0,20031210,-1621.0,30.7,-305.0
2446,盛路通信,通信设备,广东,16803.0,37418.0,165502.0,99323.0,14922.0,3.52,10.2,20100713,2091.0,27.36,490.0
885,同力水泥,水泥,河南,42680.0,47480.0,475022.06,70427.0,300692.0,4.69,3.5,19990319,13295.0,12.52,45.0
