代码,名字,行业,地区,市盈率,流通股本,总股本(万),总资产(万),流动资产,固定资产,公积金,每股公积金,每股收益,每股净资,市净率,上市日期,平均利润
600758,红阳能源,供气供热,辽宁,3958.15,11505.03,134087.94,73699.03,10401.58,54448.36,997.87,0.01,0.003,1.64,8.18,19961029,1129.3333333333333
600759,洲际油气,石油开采,海南,2696.51,158082.94,226350.75,1344381.63,263261.53,6771.42,243524.8,1.08,0.002,2.16,3.64,19961008,4510.0
600760,中航黑豹,汽车整车,山东,0.0,34494.03,34494.03,285829.31,119559.26,109681.77,55254.85,1.6,-0.331,1.43,11.3,19961011,-7946.666666666667
600761,安徽合力,工程机械,安徽,21.84,61681.73,61681.73,563065.56,349149.06,159369.72,55771.98,0.9,0.473,6.38,2.16,19961009,45431.666666666664
600763,通策医疗,医疗保健,浙江,91.84,32064.0,32064.0,93221.31,33825.53,12705.35,19829.92,0.62,0.382,2.35,19.94,19961030,11099.666666666666
600764,中电广通,通信设备,北京,0.0,32972.69,32972.69,134873.06,55276.26,8821.69,4192.2,0.13,-0.001,1.84,11.62,19961104,319.6666666666667
600765,中航重机,机械基件,贵州,95.33,77800.32,77800.32,1321826.88,840776.19,275230.84,132771.88,1.71,0.156,4.69,4.22,19961106,14362.0
600766,园城黄金,黄金,山东,138.23,22393.21,22422.67,21227.01,15607.75,1023.39,23708.78,1.06,0.109,0.25,80.95,19961028,1347.6666666666667
600767,运盛医疗,医疗保健,上海,0.0,34091.01,34101.01,61345.13,41721.28,2074.09,5324.18,0.16,-0.09,0.98,19.62,19961115,-2101.3333333333335
600768,宁波富邦,铝,浙江,0.0,13374.71,13374.71,66093.78,36125.8,22018.49,404.11,0.03,-0.22,0.52,49.31,19961111,-2164.0
600769,祥龙电业,火力发电,湖北,639.38,37497.71,37497.71,9255.9,6867.92,204.0,36712.4,0.98,0.018000000000000002,0.11,130.88,19961101,17453.333333333332
600770,综艺股份,综合类,江苏,750.68,110460.0,130000.0,640653.31,188073.56,150013.13,213398.47,1.64,0.018000000000000002,2.62,6.96,19961120,-20469.666666666668
600771,广誉远,中成药,青海,5769.03,24380.83,27780.83,112438.72,103865.86,4509.7,102353.93,3.68,0.004,2.54,12.57,19961105,608.3333333333334
600773,西藏城投,区域地产,西藏,300.39,69314.77,72921.36,1053274.5,1011657.81,712.32,115123.86,1.58,0.049,3.37,5.81,19961108,6143.333333333333
600774,汉商集团,百货,湖北,494.51,17442.9,17457.53,165286.45,15925.0,116355.72,12893.73,0.74,0.038,3.24,7.76,19961108,1431.0
600775,南京熊猫,通信设备,江苏,121.59,63262.28,91383.85,498189.59,348858.63,91662.32,146433.88,1.6,0.124,3.54,5.66,19961118,14965.666666666666
600776,东方通信,通信设备,浙江,112.15,95600.0,125600.0,348955.84,281645.13,21441.23,89397.86,0.71,0.078,2.3,5.08,19961126,15706.333333333334
600777,新潮实业,综合类,山东,0.0,62542.32,86003.04,441627.0,398152.13,20196.02,48086.15,0.56,-0.08199999999999999,1.77,9.55,19961121,-2477.3333333333335
600778,友好集团,百货,新疆,62.24,31108.66,31149.13,722759.06,277285.75,213370.8,40360.45,1.3,0.153,5.24,2.43,19961203,14277.333333333334
600779,*ST水井,白酒,四川,65.57,29532.34,48854.57,175383.56,112862.36,46721.65,39950.6,0.82,0.145,2.61,4.85,19961206,-16708.0
600780,通宝能源,火力发电,山西,21.9,114650.25,114650.25,856961.0,196621.25,538803.06,109466.67,0.95,0.243,3.9,1.82,19961205,40891.666666666664
600781,辅仁药业,中成药,河南,111.3,17759.28,17759.28,112850.52,34257.73,48469.92,12936.33,0.73,0.13,1.97,9.82,19961218,1830.6666666666667
600782,新钢股份,钢加工,江西,0.0,139344.81,139344.81,3044659.25,1634044.75,1142854.38,568007.88,4.08,-0.17600000000000002,5.6,1.02,19961225,9038.666666666666
600783,鲁信创投,矿物制品,山东,108.13,74435.92,74435.92,513913.5,115394.38,9931.26,109436.35,1.47,0.308,4.53,9.82,19961225,25004.666666666668
600784,鲁银投资,普钢,山东,638.46,49661.37,56817.78,588559.44,445335.0,36337.0,46811.6,0.82,0.01,2.66,3.3,19961225,4579.333333333333
600785,新华百货,百货,宁夏,40.52,20743.13,22563.13,415432.88,182920.47,140289.91,30933.3,1.37,0.597,8.22,3.92,19970108,17664.0
600787,中储股份,仓储物流,天津,42.41,168020.56,219980.09,1202762.75,623626.0,192488.38,193683.5,0.88,0.185,3.46,3.02,19970121,42946.333333333336
600789,鲁抗医药,化学制药,山东,7711.72,58157.55,58157.55,396365.28,185060.69,152637.73,107987.92,1.86,0.001,3.11,4.25,19970226,-3786.6666666666665
600790,轻纺城,商品城,浙江,29.62,104699.35,104699.35,719295.88,107414.75,21577.56,147585.61,1.41,0.217,3.47,2.47,19970228,30739.666666666668
600791,京能置业,全国地产,北京,64.87,45231.37,45288.0,494982.69,452628.41,1594.74,13215.23,0.29,0.112,3.27,2.96,19970130,9562.666666666666
600792,云煤能源,焦炭加工,云南,0.0,95202.89,98992.35,574782.44,149376.59,269715.97,183699.97,1.86,-0.332,3.13,2.01,19970123,-7898.666666666667
600793,ST宜纸,造纸,四川,0.0,10530.0,10530.0,308842.81,32773.85,60511.03,10537.1,1.0,-0.117,0.27,72.78,19970220,110.66666666666667
600794,保税科技,仓储物流,江苏,89.34,107241.4,119157.4,285856.19,111682.1,87362.75,3875.08,0.03,0.062,1.5,4.93,19970306,12236.0
600795,国电电力,火力发电,辽宁,11.67,1781553.5,1965039.75,25237138.0,1715952.38,15901222.0,640538.5,0.33,0.256,2.46,1.62,19970318,579758.0
600796,钱江生化,农药化肥,浙江,195.86,30140.21,30140.21,110186.75,55744.85,39767.07,3758.08,0.12,0.05,1.86,6.97,19970408,2267.0
600797,浙大网新,软件服务,浙江,1816.81,82171.2,82171.2,493354.19,336071.22,10344.36,25240.25,0.31,0.006,1.93,7.57,19970418,-3862.0
600798,宁波海运,水运,浙江,515.45,103085.09,103085.09,623999.94,25886.09,211729.55,116821.22,1.13,0.011,2.55,2.83,19970423,806.3333333333334
600800,天津磁卡,综合类,天津,0.0,61031.1,61127.1,64564.65,30303.1,7204.06,13506.77,0.22,-0.017,0.16,72.03,19931206,-568.0
600801,华新水泥,水泥,湖北,73.05,97277.13,149757.13,2658694.75,599749.69,1503863.63,252486.8,1.69,0.083,6.44,1.26,19940103,84223.33333333333
600802,福建水泥,水泥,福建,0.0,38187.37,38187.37,518082.09,89710.68,273727.59,21754.14,0.57,-0.534,2.74,4.16,19940103,-4510.0
600803,新奥股份,农药化肥,河北,24.86,53951.91,98578.5,1092188.0,367956.66,500403.59,0.0,0.0,0.51,3.99,4.23,19940103,66833.66666666667
600804,鹏博士,电信运营,四川,43.21,136111.77,140045.41,1727910.25,373524.81,926843.38,196552.97,1.4,0.426,3.92,6.27,19940103,51149.333333333336
600805,悦达投资,综合类,江苏,57.56,84920.21,85089.45,1074413.88,261642.34,126350.36,41202.28,0.48,0.172,7.42,1.78,19940103,83467.66666666667
600806,昆明机床,机床制造,云南,0.0,39018.62,53108.1,298422.41,191203.17,50939.94,1976.5,0.04,-0.083,1.96,7.78,19940103,-8028.0
600807,天业股份,区域地产,山东,138.51,49216.96,85663.47,489749.84,428624.44,5951.85,93532.36,1.09,0.14,1.84,9.91,19940103,5859.0
600808,马钢股份,普钢,安徽,0.0,596775.13,770068.13,6528430.0,2293250.75,3513692.75,832906.75,1.08,-0.334,2.69,1.2,19940106,-73251.33333333333
600809,山西汾酒,白酒,山西,33.42,86584.82,86584.82,613736.13,400463.44,74597.4,24080.68,0.28,0.422,4.93,3.81,19940106,56048.333333333336
600810,神马股份,化纤,河南,364.8,44228.0,44228.0,836662.81,361458.09,222975.16,179640.92,4.06,0.019,5.27,1.78,19940106,2958.0
600811,东方集团,综合类,黑龙江,23.6,166680.53,166680.53,2154970.5,566982.56,49332.01,221133.25,1.33,0.284,6.03,1.48,19940106,85244.66666666667
600812,华北制药,化学制药,河北,354.42,137857.75,163080.45,1623422.0,624285.19,536602.81,346994.13,2.13,0.019,3.22,2.84,19940114,2897.6666666666665
600814,杭州解百,百货,浙江,35.92,31038.3,71502.67,438762.16,212631.55,102207.18,1428.49,0.02,0.238,2.73,4.18,19940114,15793.0
600815,厦工股份,工程机械,福建,0.0,95897.0,95897.0,1019492.0,776612.06,134347.38,201773.77,2.1,-0.302,3.94,2.53,19940128,-28973.0
600816,安信信托,多元金融,上海,21.87,113527.45,176988.98,675962.0,0.0,822.07,182709.94,1.03,0.76,3.3,6.06,19940128,83889.66666666667
600817,ST宏盛,半导体,上海,0.0,14791.49,16091.0,41348.4,12420.7,21.77,21228.23,1.32,-0.006999999999999999,0.67,23.11,19940128,-500.6666666666667
600818,中路股份,文教休闲,上海,318.89,23795.78,32144.78,80502.3,25554.53,10402.1,430.25,0.01,0.132,1.41,39.88,19940128,2218.6666666666665
600819,耀皮玻璃,玻璃,上海,0.0,67247.27,93491.6,840148.0,363483.25,302754.66,112304.35,1.2,-0.096,3.28,2.47,19940128,2770.0
600820,隧道股份,建筑施工,上海,27.63,314409.63,314409.63,6108771.5,3161283.5,199065.27,682870.25,2.17,0.297,5.12,2.14,19940128,120580.66666666667
600821,津劝业,百货,天津,708.58,41626.82,41626.82,197009.63,34623.85,79327.71,17866.24,0.43,0.011,1.45,7.14,19940128,985.6666666666666
600822,上海物贸,商贸代理,上海,0.0,39614.78,49597.28,801940.69,699697.5,52169.65,54260.8,1.09,-1.245,0.74,19.65,19940204,-19504.0
600823,世茂股份,全国地产,上海,17.75,176219.3,176219.3,6507066.0,4032386.75,69860.43,242913.42,1.38,0.535,9.54,1.33,19940204,149275.0
600824,益民集团,百货,上海,39.54,105402.71,105402.71,278230.25,110172.32,15931.37,13459.88,0.13,0.16399999999999998,1.81,4.76,19940204,17314.333333333332
600825,新华传媒,出版业,上海,267.88,104488.78,104488.78,437557.91,203346.66,37902.17,55722.43,0.53,0.034,2.43,5.01,19940204,4850.666666666667
600826,兰生股份,商贸代理,上海,21.28,42064.23,42064.23,396884.59,170848.48,3115.9,13791.07,0.33,1.178,6.8,4.92,19940204,35820.0
600827,百联股份,超市连锁,上海,20.01,154277.75,172249.56,4067518.75,1717207.38,1198587.88,291174.97,1.69,0.6829999999999999,8.66,2.1,19940204,108602.66666666667
600828,成商集团,百货,四川,51.35,56981.73,57043.96,230519.84,31128.31,84514.05,2998.07,0.05,0.138,2.28,4.13,19940224,15908.0
600829,人民同泰,医药商业,黑龙江,52.37,57988.85,57988.85,405138.41,350304.13,39522.48,0.0,0.0,0.237,2.45,6.75,19940224,6124.666666666667
600830,香溢融通,多元金融,浙江,69.7,45432.26,45432.26,371126.38,196447.05,16353.15,52450.71,1.15,0.153,4.26,3.34,19940224,11099.0
600831,广电网络,影视音像,陕西,71.26,56343.85,56343.85,521331.44,84218.78,346651.22,43285.98,0.77,0.17800000000000002,3.33,5.08,19940224,11805.666666666666
600833,第一医药,医药商业,上海,110.83,22308.63,22308.63,117836.02,59641.8,8713.2,6518.93,0.29,0.146,3.29,6.53,19940224,3458.6666666666665
600834,申通地铁,公共交通,上海,140.32,47738.19,47738.19,242878.05,7318.25,140229.22,7974.25,0.17,0.099,2.89,6.42,19940224,9102.666666666666
600835,上海机电,运输设备,上海,14.05,80650.42,102273.92,2935761.25,2445242.75,154491.88,204556.69,2.0,1.5830000000000002,7.79,3.81,19940224,114024.66666666667
600836,界龙实业,广告包装,上海,1848.43,31356.33,33137.64,369742.63,284964.31,52228.35,43059.3,1.3,0.012,2.6,11.41,19940224,978.3333333333334
600837,海通证券,证券,上海,13.06,809213.13,1150170.0,57810760.0,0.0,112130.1,5624731.0,4.89,1.06,8.97,1.87,19940224,760352.0
600838,上海九百,百货,上海,62.65,40088.19,40088.19,118974.26,15701.8,12883.38,18368.57,0.46,0.183,2.52,6.05,19940224,5486.333333333333
600839,四川长虹,家用电器,四川,0.0,460999.78,461624.44,5845508.0,4602923.5,578357.44,389391.81,0.84,-0.107,2.94,2.06,19940311,2539.0
600841,上柴股份,机械基件,上海,137.01,52189.25,86668.97,531520.88,341129.06,134966.7,112446.55,1.3,0.079,3.97,3.62,19940311,14125.666666666666
600843,上工申贝,纺织机械,上海,41.92,30464.58,54858.96,312090.31,238681.84,26410.55,95806.09,1.75,0.281,3.18,4.94,19940311,14375.0
600844,丹化科技,化工原料,上海,0.0,58482.69,77862.06,326797.75,83440.32,208661.77,79809.92,1.03,-0.001,1.09,8.56,19940311,-5253.666666666667
600845,宝信软件,软件服务,上海,80.28,23684.76,39162.46,541878.94,421433.69,29599.52,63480.63,1.62,0.62,7.36,8.43,19940311,27962.666666666668
600846,同济科技,综合类,上海,84.66,62476.14,62476.14,693325.06,571624.31,20880.39,21945.11,0.35,0.112,2.72,4.63,19940311,13748.666666666666
600847,万里股份,电气设备,重庆,393.25,13421.38,15803.33,88429.31,52054.09,19233.5,68039.32,4.31,0.063,4.68,7.07,19940324,-49.666666666666664
600848,上海临港,园区开发,上海,138.28,29214.14,89517.21,637772.63,513849.41,644.09,197901.92,2.21,0.3,3.85,6.03,19940324,2160.0
600850,华东电脑,电脑设备,上海,68.07,32174.49,32174.49,403478.22,393987.97,3338.65,1063.46,0.03,0.557,4.72,10.72,19940324,22286.666666666668
600851,海欣股份,纺织,上海,104.27,73820.6,120705.67,525025.06,109137.86,35597.28,43664.56,0.36,0.106,3.27,4.5,19940404,16131.666666666666
600853,龙建股份,建筑施工,黑龙江,247.55,53680.76,53680.76,783026.56,660283.63,26383.56,10036.16,0.19,0.022,1.49,4.95,19940404,1575.6666666666667
600854,春兰股份,家用电器,江苏,0.0,51945.85,51945.85,241209.91,109093.97,38513.84,153354.7,2.95,-0.016,3.66,2.34,19940425,1113.6666666666667
600855,航天长峰,专用机械,北京,1822.7,33011.44,33161.73,163860.17,121564.26,4676.87,26077.32,0.79,0.015,2.5,14.81,19940425,1986.0
600856,中天能源,供气供热,吉林,85.69,23483.16,56716.55,277686.56,123360.6,48879.32,69965.52,1.23,0.27,2.98,8.86,19940425,4963.666666666667
600857,宁波中百,百货,浙江,94.45,22431.99,22431.99,77283.55,38727.81,12736.12,6507.8,0.29,0.16699999999999998,2.69,7.81,19940425,3815.6666666666665
600858,银座股份,百货,山东,38.51,51754.8,52006.66,1177928.88,319767.81,392610.72,96548.25,1.86,0.218,5.76,1.94,19940506,18681.0
600859,王府井,百货,北京,15.66,46276.8,46276.8,1342747.63,748357.69,210156.55,320499.5,6.93,1.3030000000000002,15.62,1.74,19940506,64444.666666666664
600860,京城股份,专用机械,北京,0.0,32200.0,42200.0,233247.91,104698.4,103540.88,68380.31,1.62,-0.195,1.99,6.82,19940506,-5642.666666666667
600861,北京城乡,百货,北京,60.74,31680.49,31680.49,460604.66,233379.02,187799.09,85960.34,2.71,0.24,7.21,2.69,19940520,9038.333333333334
600862,南通科技,全国地产,江苏,0.0,63792.85,139304.91,672602.88,488382.31,129187.97,25108.67,0.18,-0.062,1.54,13.09,19940520,-9586.333333333334
600863,内蒙华电,火力发电,内蒙,21.42,580774.5,580774.5,3875251.5,258208.25,2184152.25,82993.28,0.14,0.16,1.82,2.51,19940520,122252.0
600864,哈投股份,火力发电,黑龙江,61.16,54637.82,54637.82,510720.75,90741.96,165019.86,2832.05,0.05,0.133,5.98,1.82,19940809,23159.0
600865,百大集团,百货,浙江,51.03,37624.03,37624.03,172514.88,59385.86,16269.87,23346.42,0.62,0.276,3.83,4.9,19940809,12713.666666666666
600866,星湖科技,食品,广东,0.0,55039.35,64539.35,208794.81,82462.81,99687.06,76120.8,1.18,-0.271,2.01,4.19,19940818,-17191.0
600867,通化东宝,生物制药,吉林,58.87,113159.6,113583.1,341000.59,168913.36,112513.57,18277.73,0.16,0.343,2.05,13.11,19940824,28426.0
600868,梅雁吉祥,水力发电,广东,0.0,189814.88,189814.88,269439.84,27680.0,179965.63,41124.5,0.22,-0.002,1.12,6.01,19940912,-1106.0
600869,智慧能源,电气设备,青海,57.58,198008.67,198008.67,1113374.5,773071.94,199850.56,134938.48,0.68,0.126,1.62,5.98,19950206,24517.333333333332
600870,*ST厦华,家用电器,福建,508.08,52319.96,52319.96,6407.06,5270.6,4.38,228411.22,4.37,0.013,0.02,378.21,19950228,-25378.0
600871,石化油服,石油开采,北京,0.0,45000.0,1414266.13,7734967.0,4278122.5,2804594.75,889423.13,0.63,-0.146,1.61,5.35,19950411,-76145.33333333333
600872,中炬高新,食品,广东,60.21,79663.71,79663.71,440130.84,223574.41,124982.65,27916.38,0.35,0.212,3.06,5.56,19950124,22274.0
600873,梅花生物,食品,西藏,55.55,206169.05,310822.66,1864513.75,485684.34,1186607.63,224046.47,0.72,0.123,2.67,3.43,19950217,42916.666666666664
600874,创业环保,环境保护,天津,35.44,108722.84,142722.84,1013482.81,298085.41,46044.0,38231.1,0.27,0.229,3.08,3.51,19950630,30562.666666666668
600875,东方电气,电气设备,四川,100.65,199690.03,233690.03,8393903.0,7169839.0,814615.38,882853.88,3.78,0.105,9.78,1.44,19951010,129124.66666666667
600876,洛阳玻璃,玻璃,河南,0.0,25001.82,50001.82,116343.0,48084.45,31162.78,87614.56,1.75,-0.31,-0.17,-194.98,19951031,-7933.333333333333
600877,中国嘉陵,摩托车,重庆,0.0,68728.2,68728.2,196928.88,78920.22,53256.66,11126.42,0.16,-0.214,0.05,195.56,19951013,-12534.0
600879,航天电子,航空,湖北,108.21,103953.7,103953.7,1111721.38,794655.69,170458.86,190388.41,1.83,0.123,5.15,3.45,19951115,20163.666666666668
600880,博瑞传播,广告包装,四川,58.37,73208.15,109333.21,473722.0,150046.3,49901.37,80541.72,0.74,0.096,3.31,2.26,19951115,24145.0
600881,亚泰集团,水泥,吉林,283.56,189473.2,259994.56,5633873.0,3189371.5,1286893.25,624947.38,2.4,0.02,4.51,1.65,19951115,15076.0
600882,华联矿业,普钢,山东,0.0,39923.8,39923.8,166424.95,51146.37,67956.24,0.0,0.0,-0.109,3.29,3.42,19951206,9699.0
600883,博闻科技,水泥,云南,26.63,23608.8,23608.8,75939.78,38620.23,1894.57,686.56,0.03,0.504,3.01,5.94,19951208,2589.6666666666665
600884,杉杉股份,服饰,浙江,17.4,41085.82,41085.82,929910.38,445832.66,78552.88,51119.42,1.24,1.621,10.49,3.59,19960130,39946.666666666664
600885,宏发股份,电气设备,湖北,30.69,53197.25,53197.25,534607.81,316900.69,123062.61,66972.78,1.26,0.755,5.34,5.78,19960205,38648.333333333336
600886,国投电力,水力发电,北京,9.78,678602.31,678602.31,17857012.0,1681414.38,12044933.0,646052.5,0.95,0.6679999999999999,3.78,2.3,19960118,447934.0
600887,伊利股份,乳制品,内蒙,21.38,595170.56,606480.0,3937946.75,2006629.38,1413870.38,341189.34,0.56,0.6,3.18,5.37,19960312,365627.6666666667
600888,新疆众和,铝,新疆,127.49,64122.58,64122.58,839715.63,334607.34,355044.28,197467.8,3.08,0.052000000000000005,5.04,1.76,19960215,-13676.0
600889,南京化纤,化纤,江苏,8.27,30706.92,30706.92,223396.59,68645.72,124034.47,21560.96,0.7,1.495,4.54,3.63,19960308,16307.0
600890,中房股份,区域地产,北京,0.0,57919.48,57919.48,38493.28,6789.63,119.37,2033.78,0.04,-0.026,0.52,14.69,19960318,-447.3333333333333
600891,秋林集团,百货,黑龙江,93.94,32389.78,61758.57,122312.38,76199.46,10767.82,34396.82,0.56,0.16,2.72,3.82,19960325,4424.0
600892,宝诚股份,综合类,深圳,0.0,6282.31,6312.5,14115.05,3516.45,1112.7,14197.84,2.25,-0.052000000000000005,0.07,1344.51,19960315,25.333333333333332
600893,中航动力,航空,陕西,128.35,136514.38,194871.88,4911829.0,2920009.5,1036398.13,970004.63,4.98,0.265,7.4,6.12,19960408,59401.333333333336
600894,广日股份,运输设备,广东,6.75,85994.68,85994.68,938736.13,532591.5,78874.96,243299.27,2.83,2.329,7.3,2.87,19960328,118046.33333333333
600895,张江高科,园区开发,上海,109.64,154868.95,154868.95,1750238.25,827439.19,31501.8,264697.41,1.71,0.222,4.69,6.92,19960422,38422.333333333336
600896,中海海盛,水运,海南,89.15,58131.57,58131.57,558816.19,52686.57,391710.78,18705.25,0.32,0.14800000000000002,2.66,6.6,19960503,-2954.0
600897,厦门空港,机场,福建,18.22,29781.0,29781.0,380258.28,84942.95,250181.02,18098.78,0.61,0.991,9.88,2.44,19960531,39779.666666666664
600898,三联商社,电器连锁,山东,115.89,25252.38,25252.38,72846.45,55445.83,11734.62,4507.93,0.18,0.08800000000000001,1.45,9.34,19960418,2723.6666666666665
600900,长江电力,水力发电,北京,18.12,974594.13,1650000.0,14383214.0,739751.06,12023983.0,2783579.75,1.69,0.575,5.37,2.59,20031118,1013132.0
600917,重庆燃气,供气供热,重庆,66.45,15600.0,155600.0,775811.44,314454.16,210953.5,99348.55,0.64,0.175,2.18,7.11,20140930,31076.333333333332
600958,东方证券,证券,上海,16.37,100000.0,528174.31,18894094.0,0.0,41419.65,1258358.13,2.38,1.19,6.08,4.02,20150323,308665.3333333333
600959,江苏有线,影视音像,江苏,71.15,59700.0,298810.0,1846537.63,640511.38,847197.88,735686.06,2.46,0.25,4.01,5.32,20150428,71353.66666666667
600960,渤海活塞,汽车配件,山东,167.84,51281.23,52471.94,294572.91,196600.8,74423.67,93120.55,1.77,0.049,3.89,2.8,20040407,6104.666666666667
600961,株冶集团,铅锌,湖南,0.0,52745.78,52745.78,648489.0,308196.28,284074.56,86723.93,1.64,-0.895,0.52,24.88,20040830,-13631.666666666666
600962,*ST中鲁,软饮料,北京,1158.71,25402.0,26221.0,175509.13,97996.15,58644.46,52681.81,2.01,0.012,3.0,6.07,20040622,-6724.0
600963,岳阳林纸,造纸,湖南,0.0,104315.9,104315.9,1691266.38,789888.69,810389.56,382894.5,3.67,-0.271,4.88,1.75,20040525,-8321.666666666666
600965,福成五丰,农业综合,河北,76.78,38005.46,81870.09,200334.5,124377.07,57808.66,29758.09,0.36,0.166,1.95,8.7,20040713,9930.333333333334
600966,博汇纸业,造纸,山东,68.5,133684.42,133684.42,1237867.13,565195.25,599990.5,131503.27,0.98,0.044,2.95,1.35,20040608,-2646.6666666666665
600967,北方创业,运输设备,内蒙,0.0,82282.79,82282.79,318874.78,219810.95,51496.96,71455.93,0.87,-0.083,2.72,6.49,20040518,13047.666666666666
600969,郴电国际,水力发电,湖南,41.73,26432.17,26432.17,783291.13,274949.03,363458.13,194206.61,7.35,0.35600000000000004,10.13,1.96,20040408,13061.666666666666
600970,中材国际,建筑施工,江苏,28.65,109329.72,116950.53,2704444.75,2275255.5,181858.16,54973.28,0.47,0.337,4.72,2.73,20050412,21066.333333333332
600971,恒源煤电,煤炭开采,安徽,0.0,100000.4,100000.4,1310983.25,380024.44,517820.0,210435.59,2.1,-0.899,6.17,1.05,20040817,-19131.0
600973,宝胜股份,电气设备,江苏,51.67,41373.64,41437.08,1011867.19,807261.88,131724.13,87454.88,2.11,0.242,5.05,3.3,20040802,10939.0
600975,新五丰,农业综合,湖南,514.26,23436.0,32633.77,164933.59,92121.68,54101.18,60635.43,1.86,0.027000000000000003,3.2,5.84,20040609,-881.3333333333334
600976,健民集团,中成药,湖北,58.44,15322.9,15339.86,158823.84,122021.65,22573.74,30183.5,1.97,0.473,6.31,5.84,20040419,9480.0
600978,宜华木业,家居用品,广东,47.11,148287.0,148287.0,1261181.5,759933.75,247262.8,245922.92,1.66,0.355,4.55,4.91,20040824,48914.333333333336
600979,广安爱众,水力发电,四川,29.97,71789.21,71789.21,649139.44,110000.51,358499.94,54893.13,0.76,0.195,2.14,3.66,20040906,3268.6666666666665
600980,北矿磁材,元器件,北京,1510.77,13000.0,15220.99,33486.37,13712.63,6602.37,16659.9,1.09,0.012,1.75,13.79,20040512,-423.0
600981,汇鸿集团,商贸代理,江苏,30.03,24185.46,224243.31,3098547.25,2259422.25,82345.9,-98489.88,-0.44,0.42,8.56,1.53,20040630,26174.0
600982,宁波热电,供气供热,浙江,51.37,67613.0,74693.0,312838.56,179947.16,33028.03,104906.63,1.4,0.11,3.16,2.39,20040706,12585.333333333334
600983,惠而浦,家用电器,安徽,24.54,53280.0,76643.89,772831.75,650498.38,76531.38,171083.8,2.23,0.456,5.76,2.59,20040727,33515.666666666664
600984,*ST建机,工程机械,陕西,2145.91,14155.59,63676.42,491897.09,190569.27,212805.41,227030.27,3.57,0.01,4.56,2.61,20040707,-7501.666666666667
600985,雷鸣科化,化工原料,安徽,40.73,26285.47,26285.47,158193.63,73958.75,38205.3,43456.37,1.65,0.264,4.22,3.4,20040428,8334.0
600986,科达股份,建筑施工,山东,181.76,33526.96,86888.64,913070.88,589811.69,10036.11,251771.91,2.9,0.19,4.35,4.82,20040426,5600.333333333333
600987,航民股份,纺织,浙江,18.16,63531.0,63531.0,389728.31,199621.02,144969.22,10369.91,0.16,0.5329999999999999,4.12,3.13,20040809,39812.0
600988,赤峰黄金,黄金,内蒙,63.81,56660.46,71319.07,299842.66,97521.32,70326.13,93213.38,1.31,0.136,2.81,4.12,20040414,18464.333333333332
600990,四创电子,通信设备,安徽,216.36,13670.2,13670.2,268850.13,188438.63,14022.29,41637.9,3.05,0.218,6.87,9.13,20040510,5370.0
600992,贵绳股份,钢加工,贵州,238.22,24509.0,24509.0,195515.94,138591.88,30710.9,84036.9,3.43,0.051,5.47,2.96,20040514,1765.6666666666667
600993,马应龙,中成药,湖北,40.31,43023.62,43105.39,228241.8,165637.75,23037.31,12184.87,0.28,0.43,4.05,5.7,20040517,19105.666666666668
600995,文山电力,水力发电,云南,27.42,47852.64,47852.64,289119.41,35126.37,190188.52,15522.12,0.32,0.252,3.1,2.97,20040615,11800.0
600997,开滦股份,煤炭开采,河北,0.0,123464.0,123464.0,2109313.5,773124.13,683867.81,102663.61,0.83,-0.308,5.38,1.03,20040602,-985.0
600998,九州通,医药商业,湖北,64.01,143040.98,164700.94,3087385.25,2568208.75,269633.19,398507.72,2.42,0.228,5.64,3.45,20101102,47132.0
600999,招商证券,证券,深圳,11.18,480309.97,580813.56,29711856.0,0.0,39183.95,1940387.75,3.34,1.521,7.88,2.88,20091117,497126.0
601000,唐山港,港口,河北,16.72,203035.16,224843.84,1660770.75,395611.75,1096194.88,369338.53,1.64,0.39,4.47,1.85,20100705,93629.0
601001,大同煤业,煤炭开采,山西,0.0,167370.0,167370.0,2771051.75,1178251.88,510644.06,114548.52,0.68,-0.6809999999999999,3.66,1.56,20060623,-79697.0
601002,晋亿实业,机械基件,浙江,0.0,73847.0,79269.0,398949.28,235796.91,131521.81,110146.25,1.39,-0.013,2.83,4.15,20070126,7031.0
601003,柳钢股份,普钢,广西,0.0,256279.31,256279.31,2104306.5,1003386.13,1039963.0,20843.6,0.08,-0.384,1.81,2.3,20070227,-19997.666666666668
601005,重庆钢铁,普钢,重庆,0.0,190171.38,443602.25,4494556.0,1161802.75,2884695.5,665586.81,1.5,-0.721,1.53,2.17,20070228,-188256.0
601006,大秦铁路,铁路,山西,8.99,1486679.13,1486679.13,10809201.0,1802554.63,6083451.0,2488830.75,1.67,0.753,5.91,1.53,20060801,1268855.3333333333
601007,金陵饭店,酒店餐饮,江苏,167.35,30000.0,30000.0,324040.97,99402.28,146997.81,43726.15,1.46,0.069,4.57,3.37,20070406,4424.666666666667
601008,连云港,港口,江苏,119.65,81163.5,101521.5,667399.5,60010.71,202705.06,161476.69,1.59,0.044,3.16,2.21,20070426,10271.333333333334
601009,南京银行,银行,江苏,9.25,296893.31,336595.56,77019664.0,0.0,427669.0,1787922.63,5.31,1.67,13.16,1.44,20070719,509455.6666666667
601010,文峰股份,超市连锁,江苏,38.11,184800.0,184800.0,676343.25,256631.91,253132.3,81662.49,0.44,0.14800000000000002,2.14,3.52,20110603,36752.0
